日期:2026/09/01 『成交不含鉅額交易、盤後定價、零股』
================================================================================================================
代號      名稱                      開盤      最高      最低      收盤      漲跌    成交量    漲停價    跌停價
006203    元大MSCI台灣          195.4500  197.5000  195.4500  197.5000  ▲5.1000         3  211.6000  173.2000
006204    永豐臺灣加權          232.4500  234.0000  232.4500  234.0000  ▲5.7000         3  251.1000  205.5000
006205    富邦上証               40.7000   40.8700   40.6300   40.8700  ▲0.3000        57 9999.9500    0.0100
006206    元大上證50             37.7300   38.0500   37.7300   38.0500  ▲0.3000        57 9999.9500    0.0100
006207    復華滬深               32.2600   32.4200   32.2600   32.4200  ▲0.1600       120 9999.9500    0.0100
006208    富邦台50              244.8500  248.8500  244.8500  248.3500  ▲5.4500      2503  267.1500  218.6500
00625K    富邦上証+R              8.6000    8.6000    8.6000    8.6000    0.0000         0 9999.9500    0.0100
00631L    元大台灣50正2          36.1700   37.3000   36.0900   37.2600  ▲1.4400    268808   42.9800   28.6600
00632R    元大台灣50反1           9.8900    9.9000    9.7200    9.7300  ▼0.2200    243759   10.9400    8.9600
00633L    富邦上証正2            48.6100   49.5500   48.5300   49.2300  ▲0.7800      1839 9999.9500    0.0100
00634R    富邦上証反1             3.1000    3.1000    3.0800    3.1000  ▼0.0300        42 9999.9500    0.0100
00635U    期元大S&P黃金          46.0900   46.1000   45.7800   45.8000  ▼0.0900      3405 9999.9500    0.0100
00636     國泰中國A50            27.7000   27.8700   27.5700   27.8000  ▲0.1700       264 9999.9500    0.0100
00636K    國泰中國A50+U           8.7700    8.7700    8.7700    8.7700  ▲0.0800         2 9999.9500    0.0100
00637L    元大滬深300正2         20.0400   20.3900   19.9500   20.2600  ▲0.3000     13166 9999.9500    0.0100
00638R    元大滬深300反1          6.6200    6.6300    6.5800    6.5800  ▼0.0500        42 9999.9500    0.0100
00639     富邦深100              16.4900   16.5000   16.2700   16.3800    0.0000       240 9999.9500    0.0100
00640L    富邦日本正2           111.5000  112.7500  111.5000  112.7000  ▲1.5000        71 9999.9500    0.0100
00641R    富邦日本反1             3.6200    3.6200    3.5900    3.6100  ▼0.0100      2569 9999.9500    0.0100
00642U    期元大S&P石油          28.7600   28.9000   28.6400   28.8600  ▲0.3800      1371 9999.9500    0.0100
00643     群益深証中小           18.5800   18.6000   18.3200   18.4400  ▼0.0300      3048 9999.9500    0.0100
00643K    群益深証中小+R          3.9000    3.9000    3.9000    3.9000    0.0000         5 9999.9500    0.0100
00645     富邦日本               58.6000   59.1500   58.6000   59.1000  ▲0.5000       706 9999.9500    0.0100
00646     元大S&P500             76.8000   76.8000   76.4000   76.5500  ▼0.2000      1872 9999.9500    0.0100
00647L    元大S&P500正2         138.4000  138.4000  137.8000  137.8000  ▼0.6000        18 9999.9500    0.0100
00648R    元大S&P500反1           3.9100    3.9200    3.9100    3.9200  ▲0.0100       250 9999.9500    0.0100
00649     FH香港                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00650L    復華香港正2            17.0900   17.0900   16.7700   16.8400  ▼0.2500      1615 9999.9500    0.0100
00651R    復華香港反1             5.1600    5.2000    5.1600    5.1900  ▲0.0400       129 9999.9500    0.0100
00652     富邦印度               32.8500   32.9500   32.8500   32.9500  ▲0.1400       194 9999.9500    0.0100
00653L    富邦印度正2            46.3100   46.3100   46.1500   46.2000  ▲0.0100        94 9999.9500    0.0100
00654R    富邦印度反1             6.7500    6.7500    6.7300    6.7500  ▲0.0700        27 9999.9500    0.0100
00655L    國泰中國A50正2         33.9000   34.4700   33.7000   34.2600  ▲0.5500       744 9999.9500    0.0100
00656R    國泰中國A50反1          5.8500    5.8500    5.8100    5.8200  ▼0.0200        23 9999.9500    0.0100
00657     國泰日經225            77.5500   77.8000   77.5500   77.7000  ▲0.0500        12 9999.9500    0.0100
00657K    國泰日經225+U          24.6400   24.6400   24.6400   24.6400  ▲0.1200         2 9999.9500    0.0100
00658L    國泰日本正2             0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00659R    國泰日本反1             0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00660     元大歐洲50             46.4000   47.0000   46.4000   47.0000  ▲0.3100         5 9999.9500    0.0100
00661     元大日經225            85.6500   85.7000   85.2000   85.5000  ▲0.1500        23 9999.9500    0.0100
00662     富邦NASDAQ            119.7000  119.7000  119.2500  119.5000  ▼0.2000      2586 9999.9500    0.0100
00663L    國泰臺灣加權正2       104.8000  108.3500  104.5000  107.8500  ▲4.3500      8418  124.2000   82.8000
00664R    國泰臺灣加權反1         1.6100    1.6100    1.5700    1.5700  ▼0.0400     35360    1.7700    1.4500
00665L    富邦恒生國企正2         9.4600    9.5000    9.3100    9.3600  ▼0.0900      6971 9999.9500    0.0100
00666R    富邦恒生國企反1         8.9900    9.0500    8.9900    9.0300  ▲0.0200        26 9999.9500    0.0100
00667     元大韓國                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00668     國泰美國道瓊           61.4500   61.6000   61.4500   61.5500  ▼0.2500         8 9999.9500    0.0100
00668K    國泰美國道瓊+U         19.4600   19.4600   19.4600   19.4600  ▼0.1400         2 9999.9500    0.0100
00669R    國泰美國道瓊反1         5.1900    5.1900    5.1800    5.1800    0.0000       620 9999.9500    0.0100
00670L    富邦NASDAQ正2         199.4000  199.6000  198.4500  199.3500  ▲0.4000       511 9999.9500    0.0100
00671R    富邦NASDAQ反1           2.4300    2.4400    2.4300    2.4300  ▼0.0100      1297 9999.9500    0.0100
00672L    元大S&P原油正2          0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00673R    期元大S&P原油反1       11.9300   11.9700   11.8600   11.8900  ▼0.1700     39078 9999.9500    0.0100
00674R    期元大S&P黃金反1       27.4300   27.6000   27.4300   27.6000  ▲0.0800        53 9999.9500    0.0100
00675L    富邦臺灣加權正2       317.5500  328.2000  316.4500  327.3500 ▲14.2500      1459  375.7000  250.5000
00676R    富邦臺灣加權反1         5.4700    5.4700    5.3900    5.4000  ▼0.1100     11021    6.0600    4.9600
00677U    期富邦VIX               0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00678     群益那斯達克生技       43.2600   43.2700   43.1300   43.1900  ▼0.0800       547 9999.9500    0.0100
00680L    元大美債20正2           6.3700    6.3700    6.3400    6.3500  ▼0.1300     11353 9999.9500    0.0100
00681R    元大美債20反1          21.8000   21.8400   21.8000   21.8400  ▲0.2400         3 9999.9500    0.0100
00682U    期元大美元指數         20.4100   20.4100   20.4100   20.4100  ▼0.0600         9 9999.9500    0.0100
00683L    期元大美元指正2        21.2300   21.3800   21.2300   21.3800  ▼0.1300        20 9999.9500    0.0100
00684R    期元大美元指反1        15.0500   15.0500   15.0500   15.0500  ▼0.0400         2 9999.9500    0.0100
00685L    群益臺灣加權正2        11.9600   12.3700   11.9300   12.3100  ▲0.4900    347993   14.1800    9.4600
00686R    群益臺灣加權反1         0.9800    0.9800    0.9600    0.9600  ▼0.0200     17487    1.0700    0.8900
00688L    國泰20年美債正2         6.3600    6.3600    6.3300    6.3500  ▼0.1100      2746 9999.9500    0.0100
00689R    國泰20年美債反1        22.7900   22.8600   22.7900   22.8600  ▲0.3100         2 9999.9500    0.0100
00690     兆豐藍籌30             79.0000   80.3500   79.0000   79.8500  ▲2.3500       965   85.2500   69.7500
00691R    兆豐藍籌30反1           0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00692     富邦公司治理           91.6500   93.1000   91.6500   92.9500  ▲1.8500       867  100.2000   82.0000
00693U    期街口S&P黃豆          23.5500   23.6700   23.4500   23.6400  ▲0.1900      3281 9999.9500    0.0100
00698L    元大美債7-10正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00699R    元大美債7-10反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00700     富邦恒生國企           17.3100   17.3100   17.2100   17.2600  ▼0.0800        74 9999.9500    0.0100
00701     國泰股利精選30         38.7200   39.0900   38.7200   39.0700  ▲0.3500      1933   42.5900   34.8500
00702     國泰標普低波高息       24.8800   24.9200   24.8800   24.9200  ▼0.1400       114 9999.9500    0.0100
00703     台新MSCI中國           19.4800   19.5400   19.4100   19.4100  ▼0.0700         8 9999.9500    0.0100
00704L    台新MSCI台灣正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00705R    台新MSCI台灣反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00706L    期元大S&P日圓正2       18.8000   18.8200   18.7800   18.7800  ▼0.0300       420 9999.9500    0.0100
00707R    期元大S&P日圓反1       32.2100   32.2100   32.2100   32.2100    0.0000         0 9999.9500    0.0100
00708L    期元大S&P黃金正2       83.2500   83.2500   82.0500   82.0500  ▼0.6500      4748 9999.9500    0.0100
00709     富邦歐洲               40.5900   40.6800   40.5200   40.6500  ▼0.1800        51 9999.9500    0.0100
00710B    復華彭博非投等債       19.0600   19.0800   19.0200   19.0400  ▼0.0200       301 9999.9500    0.0100
00711B    復華彭博新興債         15.5100   15.5300   15.5100   15.5200  ▼0.1000       107 9999.9500    0.0100
00712     復華富時不動產          8.7000    8.7000    8.6700    8.6800  ▼0.0400     52370 9999.9500    0.0100
00713     元大台灣高息低波       61.9500   62.3500   61.8500   62.3500  ▲0.4500      4336   68.0500   55.7500
00714     群益道瓊美國地產       21.6000   21.6600   21.6000   21.6100  ▼0.1600       110 9999.9500    0.0100
00715L    期街口布蘭特正2        52.1500   52.4500   51.6500   52.2500  ▲0.5500      3325 9999.9500    0.0100
00716R    華頓S&P布蘭特反1        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00717     富邦美國特別股         14.7000   14.7200   14.6600   14.6700  ▼0.0600        46 9999.9500    0.0100
00728     第一金工業30           69.6000   70.9000   69.6000   70.5000  ▲1.4000       665   76.0000   62.2000
00729R    第一金工業30反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00730     富邦臺灣優質高息       28.9300   29.2700   28.9300   29.2600  ▲0.3500        99   31.8000   26.0200
00731     復華富時高息低波       96.2500   96.7000   95.9000   96.4500  ▲1.2000       619  104.7500   85.7500
00732     國泰RMB短期報酬         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00733     富邦臺灣中小           68.1000   68.3500   67.8500   68.0000  ▲1.1500       227   73.5000   60.2000
00735     國泰臺韓科技          103.3000  104.9000  103.3000  104.5000  ▲1.8000      2131 9999.9500    0.0100
00736     國泰新興市場           31.7300   31.8000   31.7100   31.7700  ▲0.1100       246 9999.9500    0.0100
00737     國泰AI機器人           41.2400   41.3500   41.2200   41.3200  ▲0.1400        43 9999.9500    0.0100
00738U    期元大道瓊白銀         53.1500   53.1500   52.6000   52.7000  ▼0.4000      2383 9999.9500    0.0100
00739     元大MSCI A股           27.8600   28.0500   27.8400   27.9600  ▲0.1500        46 9999.9500    0.0100
00742     新光內需收益            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00743     國泰中國A150            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00752     中信中國50             23.1200   23.1200   22.8500   22.9600  ▼0.1600       901 9999.9500    0.0100
00753L    中信中國50正2           9.4500    9.4800    9.3000    9.3600  ▼0.1200      5438 9999.9500    0.0100
00757     統一FANG+             139.5500  139.5500  139.1500  139.2500  ▼0.7500       291 9999.9500    0.0100
00762     元大全球AI            112.0000  112.0000  111.3500  111.7000  ▲0.2000        58 9999.9500    0.0100
00763U    期街口道瓊銅           35.1000   35.1900   35.0500   35.0500  ▲0.1300        72 9999.9500    0.0100
00766L    台新MSCI中國正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00767     FH美國金融股            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00770     國泰北美科技           67.7000   67.7500   67.5000   67.6500  ▼0.0500       366 9999.9500    0.0100
00771     元大US高息特別股       15.2700   15.2900   15.2600   15.2900  ▼0.0400         5 9999.9500    0.0100
00774B    新光中國政金綠債        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00774C    新光中政金綠債+R        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00775B    台新投等債15+          30.6700   30.6700   30.6000   30.6000  ▼0.3500        81 9999.9500    0.0100
00776     新光ICE美國權值         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00783     富邦中証500            28.1100   28.3000   28.1100   28.3000  ▲0.1800        10 9999.9500    0.0100
0080      恒中國                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
0081      恒香港                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
008201    BP上證50                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00830     國泰費城半導體         81.3000   81.3000   80.8000   81.0500  ▲0.0500      5698 9999.9500    0.0100
00850     元大臺灣ESG永續        91.0000   93.4500   91.0000   93.2000  ▲2.2000      1807  100.1000   81.9000
00851     台新全球AI             69.7500   69.7500   69.5000   69.5000  ▼0.3000         3 9999.9500    0.0100
00852L    國泰美國道瓊正2        35.3200   35.3200   35.2500   35.2500  ▼0.2900        14 9999.9500    0.0100
00861     元大全球未來通訊       84.7000   84.7000   84.2500   84.4500  ▲0.3500       175 9999.9500    0.0100
00865B    國泰US短期公債         48.6000   48.7000   48.5400   48.5900    0.0000      2247 9999.9500    0.0100
00866     新光Shiller CAPE        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00875     國泰網路資安           55.6000   55.6000   55.1000   55.2000  ▲0.2500        41 9999.9500    0.0100
00876     元大全球5G             85.0500   86.8000   85.0500   86.3000  ▲1.3000       243 9999.9500    0.0100
00878     國泰永續高股息         33.4400   33.8100   33.4400   33.7600  ▲0.5800     73694   36.4900   29.8700
00881     國泰台灣科技龍頭       50.1500   51.2500   50.1500   51.0500  ▲1.4700     35796   54.5000   44.6300
00882     中信中國高股息         15.0000   15.0000   14.8800   14.9300  ▼0.0100      1733 9999.9500    0.0100
00885     富邦越南               18.6100   18.6100   18.5200   18.5500  ▼0.0100      1159 9999.9500    0.0100
00891     中信關鍵半導體         34.8500   35.5500   34.7500   35.3900  ▲1.0500     26537   37.7700   30.9100
00892     富邦台灣半導體         40.2200   41.5200   40.2200   41.3700  ▲1.8500      9217   43.4700   35.5700
00893     國泰智能電動車         42.6100   42.6100   42.4000   42.4900  ▲0.3100       375 9999.9500    0.0100
00894     中信小資高價30         47.5000   48.5500   47.3300   48.2700  ▲1.7500      3397   51.1500   41.8700
00895     富邦未來車             49.6000   49.9000   49.6000   49.8300  ▲0.4900       136 9999.9500    0.0100
00896     中信綠能及電動車       28.2500   28.5500   28.2500   28.5200  ▲0.4500      3600   30.8700   25.2700
00897     富邦基因免疫生技       13.1100   13.1100   13.0000   13.0000  ▼0.0400       373 9999.9500    0.0100
00898     國泰基因免疫革命       10.7500   10.7900   10.7400   10.7600  ▼0.0200       435 9999.9500    0.0100
00899     FT潔淨能源             23.1600   23.1700   22.9400   22.9400  ▼0.2400        41 9999.9500    0.0100
00900     富邦特選高股息30       19.3300   19.5400   19.3300   19.5400  ▲0.2500      9516   21.2100   17.3700
00901     永豐智能車供應鏈       45.9900   46.9600   45.9900   46.7200  ▲1.1600       630   50.1000   41.0100
00902     中信電池及儲能         13.6000   13.6100   13.3800   13.4100  ▼0.1400       572 9999.9500    0.0100
00903     富邦元宇宙             21.1500   21.1900   21.1200   21.1700  ▲0.0200        48 9999.9500    0.0100
00904     台新臺灣半導體30       40.0400   41.4500   40.0400   41.2900  ▲1.3400      2188   43.9400   35.9600
00905     FT臺灣Smart            26.3800   26.8500   26.3800   26.7800  ▲0.5700      1246   28.8300   23.5900
00906     大華元宇宙科技50        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00907     永豐優息存股           17.2700   17.4300   17.2700   17.4000  ▲0.1400       691   18.9800   15.5400
00908     富邦入息REITs+         15.3500   15.3500   15.2900   15.3100  ▼0.1100       178 9999.9500    0.0100
00909     國泰數位支付服務       46.0000   46.0000   45.7600   45.9100  ▲0.6800       565 9999.9500    0.0100
00910     第一金太空衛星         57.3500   57.3500   57.0000   57.3000  ▲0.1500       486 9999.9500    0.0100
00911     兆豐洲際半導體         51.5000   51.5000   51.0500   51.2000  ▼0.0500       164 9999.9500    0.0100
00912     中信臺灣智慧50         34.8200   35.3800   34.8200   35.2400  ▲0.5400       401   38.1700   31.2300
00913     兆豐台灣晶圓製造       47.2400   48.6200   47.2400   48.3700  ▲1.4700      2438   51.5500   42.2100
00915     凱基優選高股息30       31.8800   32.4500   31.8800   32.3800  ▲0.4900      2948   35.0700   28.7100
00916     國泰全球品牌50         26.9500   26.9500   26.8000   26.8300  ▼0.1200       201 9999.9500    0.0100
00917     中信特選金融           24.1500   24.1500   24.0000   24.0200  ▼0.1300       662 9999.9500    0.0100
00918     大華優利高填息30       35.0400   35.3400   34.9800   35.2900  ▲0.6800     99883   38.0700   31.1500
00919     群益台灣精選高息       32.1000   32.3300   32.0600   32.3100  ▲0.3500    117745   35.1500   28.7700
00920     富邦ESG綠色電力        24.3100   24.3700   24.2500   24.3000  ▼0.0100        90 9999.9500    0.0100
00921     兆豐龍頭等權重         24.6600   24.8000   24.6400   24.7600  ▲0.2900       505   26.9100   22.0300
00922     國泰台灣領袖50         41.5800   42.6200   41.5800   42.4000  ▲1.1800     22141   45.3400   37.1000
00923     群益台ESG低碳50        39.8000   40.4700   39.7900   40.3500  ▲0.9700      8117   43.3100   35.4500
00924     復華S&P500成長         32.9600   32.9600   32.8700   32.9000  ▼0.0600       588 9999.9500    0.0100
00925     新光標普電動車         16.1000   16.1000   16.1000   16.1000    0.0000         0    0.0000    0.0000
00926     凱基全球菁英55         26.2600   26.2600   26.1800   26.2200  ▼0.0400       772 9999.9500    0.0100
00927     群益半導體收益         36.6800   37.5200   36.6800   37.3500  ▲1.4500     35620   39.4900   32.3100
00929     復華台灣科技優息       29.2000   29.5600   29.2000   29.4600  ▲0.3100     25818   32.0600   26.2400
00930     永豐ESG低碳高息        24.0400   24.3100   24.0400   24.2400  ▲0.4600       984   26.1500   21.4100
00932     兆豐永續高息等權       17.6200   17.6700   17.6100   17.6100  ▲0.0800       836   19.2800   15.7800
00934     中信成長高股息         30.2000   30.8600   30.2000   30.8200  ▲1.0200      5923   32.7800   26.8200
00935     野村臺灣新科技50       58.8500   59.8500   58.6000   59.6000  ▲2.3000     32279   63.0000   51.6000
00936     台新永續高息中小       21.3800   21.6800   21.3800   21.6100  ▲0.2300       587   23.5100   19.2500
00938     凱基優選30             25.4200   25.8000   25.4200   25.7600  ▲0.3600      1625   27.9400   22.8600
00939     統一台灣高息動能       23.1700   23.2600   23.0900   23.2600  ▲0.2200      3721   25.3400   20.7400
00940     元大台灣價值高息       12.8400   12.9600   12.8400   12.9300  ▲0.1500     16274   14.0500   11.5100
00941     中信上游半導體         25.1000   25.1000   24.8800   24.9200  ▼0.1400      1315 9999.9500    0.0100
00943     兆豐電子高息等權       21.4100   21.4600   21.4100   21.4500  ▲0.2000        65   23.3700   19.1300
00944     野村趨勢動能高息       21.0800   21.3000   21.0800   21.2500  ▲0.3700       112   22.9600   18.8000
00945B    凱基美國非投等債       14.3900   14.4000   14.3700   14.3900    0.0000      1861 9999.9500    0.0100
00946     群益科技高息成長       15.6500   15.8500   15.6500   15.7400  ▲0.1900      1355   17.1000   14.0000
00947     台新臺灣IC設計         38.7500   38.7700   37.9600   38.1100  ▲0.2100     11700   41.6900   34.1100
00949     復華日本龍頭           22.1300   22.2300   22.1300   22.1900  ▲0.2000       275 9999.9500    0.0100
00951     台新日本半導體         16.6100   16.7400   16.5100   16.6900  ▼0.1400      2952 9999.9500    0.0100
00952     凱基台灣AI50           18.2000   18.5500   18.2000   18.5200  ▲0.3200      2190   20.0200   16.3800
00953B    群益優選非投等債        9.6400    9.6400    9.6200    9.6300  ▼0.0100     68858 9999.9500    0.0100
00954     中信日本半導體         17.7800   17.8600   17.6200   17.8000  ▼0.1500      1885 9999.9500    0.0100
00956     中信日經高股息         13.4800   13.5800   13.4800   13.5600  ▲0.2000        69 9999.9500    0.0100
00960     野村全球航運龍頭       21.0000   21.0000   20.9200   20.9600  ▲0.0900       206 9999.9500    0.0100
00961     FT臺灣永續高息         13.2100   13.2900   13.2100   13.2900  ▲0.0900     16231   14.5200   11.8800
00962     台新AI優息動能         15.4000   15.6500   15.4000   15.6000  ▲0.2900       511   16.8400   13.7800
00963     中信全球高股息         13.0700   13.0900   13.0600   13.0800  ▲0.0100      1238 9999.9500    0.0100
00964     中信亞太高股息         14.9200   14.9800   14.8900   14.9400  ▲0.0700       801 9999.9500    0.0100
00965     元大航太防衛科技       25.7700   25.7700   25.5700   25.6500  ▼0.1200       697 9999.9500    0.0100
00971     野村美國研發龍頭       17.4600   17.4600   17.4000   17.4100  ▼0.0600        88 9999.9500    0.0100
00972     野村日本動能高息       21.9800   22.3600   21.9800   22.0900  ▲0.3100       116 9999.9500    0.0100
009800    中信NASDAQ             12.9900   12.9900   12.9300   12.9500  ▼0.0100      1484 9999.9500    0.0100
009801    中信美國創新科技       11.1200   11.1200   11.0500   11.1000  ▼0.0200       758 9999.9500    0.0100
009802    富邦旗艦50             20.1600   20.5000   20.0800   20.4900  ▲1.1400     99785   21.2800   17.4200
009803    玉山市值動能50         21.8800   22.2700   21.8800   22.2500  ▲0.5500      2196   23.8700   19.5300
009804    聯邦台精彩50           22.8000   23.2000   22.8000   23.1100  ▲0.5600      3826   24.8000   20.3000
009805    台新美國電力基建       14.8500   14.8500   14.7600   14.7700  ▼0.1600     10787 9999.9500    0.0100
009808    華南永昌優選50         30.8300   31.3700   30.8000   31.3600  ▲0.8400       287   33.5700   27.4700
009809    富邦淨零ESG50          17.7200   18.0300   17.7200   18.0100  ▲0.2700       127   19.5100   15.9700
00980A    主動野村臺灣優選       24.9300   25.2800   24.9300   25.1400  ▲0.3900     11225   27.2200   22.2800
009810    玉山全球藍籌100        21.3000   21.3000   21.1900   21.2300  ▼0.0400        79 9999.9500    0.0100
009811    統一美國50             13.2100   13.2100   13.1600   13.1900  ▼0.0200       548 9999.9500    0.0100
009812    野村日本東證           12.9000   12.9700   12.9000   12.9500  ▲0.0800       557 9999.9500    0.0100
009813    貝萊德標普卓越50       11.2200   11.2200   11.1800   11.1900  ▼0.0400       613 9999.9500    0.0100
009816    凱基台灣TOP50          15.6500   15.9100   15.6500   15.8900  ▲0.3300    135464   17.1100   14.0100
009817    國泰日本不動產          8.9900    9.0000    8.9600    8.9900    0.0000       409 9999.9500    0.0100
009818    華南永昌NASDAQxT       19.7500   19.7700   19.7300   19.7400  ▼0.0400        88 9999.9500    0.0100
009819    中信數據及電力          9.7800    9.7800    9.7100    9.7400  ▼0.0400      5345 9999.9500    0.0100
00981A    主動統一台股增長       29.5800   30.5700   29.5800   30.3700  ▲0.9700    232253   32.3400   26.4600
00981T    平衡凱基雙核收息       11.8000   11.8500   11.8000   11.8500  ▲0.0600      2119 9999.9500    0.0100
009820    元大納斯達克精選        9.7900    9.8000    9.7600    9.7700  ▲0.0100      6544 9999.9500    0.0100
009821    野村稀土關鍵資源       15.2600   15.2800   15.1400   15.1600  ▼0.1100      4218 9999.9500    0.0100
009824    群益美國科技巨頭        9.9900   10.0000    9.9500    9.9600  ▼0.0400      3926 9999.9500    0.0100
009826    貝萊德世界股票         10.1000   10.1200   10.0700   10.0700  ▼0.0300     18281 9999.9500    0.0100
009829    大華韓國KOSPI50        10.5100   10.5200   10.3500   10.4600  ▲0.0600     17992 9999.9500    0.0100
00982A    主動群益台灣強棒       22.7400   23.4700   22.7100   23.3400  ▲0.9500     50470   24.6200   20.1600
00982D    主動富邦動態入息        9.6800    9.6800    9.6400    9.6500  ▼0.0600       473 9999.9500    0.0100
00982T    平衡兆豐台美動能       15.7500   15.8700   15.7500   15.8700  ▲0.5500       429 9999.9500    0.0100
00983A    主動中信ARK創新        12.3600   12.4700   12.3600   12.4400  ▲0.0800      1442 9999.9500    0.0100
00983D    主動富邦複合收益        9.8800    9.8800    9.8500    9.8600  ▼0.0200      1529 9999.9500    0.0100
00984A    主動安聯台灣高息       15.7600   15.9900   15.7600   15.9000  ▲0.2200      6935   17.2400   14.1200
00984D    主動聯博全球非投        9.9200    9.9200    9.9000    9.9100  ▼0.0100     35565 9999.9500    0.0100
00985A    主動野村台灣50         23.1100   23.5600   23.1100   23.5000  ▲0.5200      3205   25.2700   20.6900
00985B    群益ESG投等債0-5       10.1800   10.1800   10.1500   10.1600  ▼0.0300      9189 9999.9500    0.0100
00986A    主動台新龍頭成長       14.2500   14.2900   14.2400   14.2400    0.0000        56 9999.9500    0.0100
00987A    主動台新優勢成長       16.7000   17.0000   16.7000   16.8800  ▲0.2600      2599   18.2800   14.9600
00988A    主動統一全球創新       16.0700   16.2100   16.0700   16.1700  ▲0.1800     25564 9999.9500    0.0100
00989A    主動摩根美國科技       17.0500   17.0800   17.0000   17.0200  ▲0.0300       456 9999.9500    0.0100
00990A    主動元大AI新經濟       15.0700   15.1900   15.0300   15.1300  ▲0.1300     12844 9999.9500    0.0100
