日期:2026/09/24 『成交不含鉅額交易、盤後定價、零股』
================================================================================================================
代號      名稱                      開盤      最高      最低      收盤      漲跌    成交量    漲停價    跌停價
00625K    富邦上証+R              8.4500    8.4500    8.4500    8.4500    0.0000         0 9999.9500    0.0100
00631L    元大台灣50正2          38.6200   38.9700   38.5000   38.8700  ▼0.1200     97183   46.7800   31.2000
00632R    元大台灣50反1           9.5700    9.5700    9.4800    9.4900    0.0000     65138   10.4300    8.5500
00633L    富邦上証正2            47.5200   47.5200   46.4100   46.4400  ▼1.2300      2522 9999.9500    0.0100
00634R    富邦上証反1             3.1500    3.1800    3.1500    3.1800  ▲0.0300        38 9999.9500    0.0100
00635U    期元大S&P黃金          44.3600   44.3700   44.1100   44.2600  ▼0.5100      2885 9999.9500    0.0100
00636     國泰中國A50            27.2900   27.2900   27.1000   27.1000  ▼0.2900       403 9999.9500    0.0100
00636K    國泰中國A50+U           8.6300    8.6300    8.6300    8.6300    0.0000         2 9999.9500    0.0100
00637L    元大滬深300正2         19.5500   19.5900   19.1700   19.1900  ▼0.4300     24582 9999.9500    0.0100
00638R    元大滬深300反1          6.7100    6.8000    6.7100    6.8000  ▲0.1100        49 9999.9500    0.0100
00639     富邦深100              15.9500   16.0100   15.7600   15.7800  ▼0.1900       766 9999.9500    0.0100
00640L    富邦日本正2           107.9500  107.9500  107.0000  107.5000  ▼3.2000       104 9999.9500    0.0100
00641R    富邦日本反1             3.6500    3.6700    3.6500    3.6700  ▲0.0500      1391 9999.9500    0.0100
00642U    期元大S&P石油          31.3700   31.5800   31.3100   31.4600  ▲0.8000      1214 9999.9500    0.0100
00643     群益深証中小           18.0100   18.0100   17.7500   17.7700  ▼0.3000      1749 9999.9500    0.0100
00643K    群益深証中小+R          3.8500    3.8500    3.8500    3.8500    0.0000         0 9999.9500    0.0100
00645     富邦日本               58.0500   58.0500   57.7000   57.8500  ▼0.8500       163 9999.9500    0.0100
00646     元大S&P500             77.0500   77.2500   77.0000   77.1500  ▼0.4500      1447 9999.9500    0.0100
00647L    元大S&P500正2         138.1000  138.1000  138.1000  138.1000  ▼2.9000         2 9999.9500    0.0100
00648R    元大S&P500反1           3.9000    3.9200    3.9000    3.9100  ▲0.0300       237 9999.9500    0.0100
00649     FH香港                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00650L    復華香港正2            16.1800   16.3100   16.1100   16.2000  ▼0.1700       969 9999.9500    0.0100
00651R    復華香港反1             5.2900    5.3200    5.2900    5.3100  ▲0.0700       219 9999.9500    0.0100
00652     富邦印度               32.0000   32.0000   31.8800   31.8900  ▼0.1600       170 9999.9500    0.0100
00653L    富邦印度正2            43.0100   43.0300   42.8000   42.8800  ▼0.6600        80 9999.9500    0.0100
00654R    富邦印度反1             6.9900    7.0100    6.9800    7.0100  ▲0.0600       134 9999.9500    0.0100
00655L    國泰中國A50正2         33.0400   33.0400   32.2900   32.3200  ▼0.7500       682 9999.9500    0.0100
00656R    國泰中國A50反1          5.9400    5.9800    5.9400    5.9800  ▲0.0800        15 9999.9500    0.0100
00657     國泰日經225            77.8500   77.8500   77.8000   77.8000  ▼1.2500         3 9999.9500    0.0100
00657K    國泰日經225+U          24.3100   24.3100   24.3100   24.3100    0.0000         2 9999.9500    0.0100
00658L    國泰日本正2             0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00659R    國泰日本反1             0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00660     元大歐洲50             45.7800   45.7800   45.7800   45.7800  ▼0.5400         1 9999.9500    0.0100
00661     元大日經225            86.2000   86.2000   84.9000   84.9000  ▼1.3000        39 9999.9500    0.0100
00662     富邦NASDAQ            124.4000  124.5500  124.2000  124.2500  ▼0.7500      2549 9999.9500    0.0100
00663L    國泰臺灣加權正2       111.5000  112.6000  111.2500  112.5500  ▼0.3000      3639  135.4000   90.3000
00664R    國泰臺灣加權反1         1.5500    1.5500    1.5300    1.5300  ▼0.0100     12784    1.6900    1.3900
00665L    富邦恒生國企正2         9.0000    9.0200    8.9000    8.9500  ▼0.0800      3927 9999.9500    0.0100
00666R    富邦恒生國企反1         9.2700    9.2800    9.2400    9.2500  ▲0.0700        31 9999.9500    0.0100
00667     元大韓國                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00668     國泰美國道瓊           59.9000   60.0000   59.9000   59.9000  ▼0.4500        22 9999.9500    0.0100
00668K    國泰美國道瓊+U         19.0100   19.0100   19.0100   19.0100    0.0000         2 9999.9500    0.0100
00669R    國泰美國道瓊反1         5.3600    5.3900    5.3600    5.3900  ▲0.0700       619 9999.9500    0.0100
00670L    富邦NASDAQ正2         211.2000  211.6000  210.2000  211.0000  ▼4.2000       781 9999.9500    0.0100
00671R    富邦NASDAQ反1           2.3600    2.3600    2.3400    2.3600  ▲0.0200      1941 9999.9500    0.0100
00672L    元大S&P原油正2          0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00673R    期元大S&P原油反1       10.6900   10.7200   10.6300   10.6900  ▼0.2500     23997 9999.9500    0.0100
00674R    期元大S&P黃金反1       28.4700   28.5900   28.4700   28.5400  ▲0.4100       102 9999.9500    0.0100
00675L    富邦臺灣加權正2       338.3500  341.4000  337.3000  340.5000  ▼1.1000       515  409.9000  273.3000
00676R    富邦臺灣加權反1         5.2700    5.2800    5.2300    5.2300  ▼0.0200      3356    5.7700    4.7300
00677U    期富邦VIX               0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00678     群益那斯達克生技       42.7500   42.8800   42.7500   42.8700  ▼0.6700       347 9999.9500    0.0100
00680L    元大美債20正2           6.1200    6.1300    6.0900    6.1200  ▼0.2200     21601 9999.9500    0.0100
00681R    元大美債20反1          22.2600   22.3100   22.2200   22.3100  ▲0.5400        78 9999.9500    0.0100
00682U    期元大美元指數         20.8500   20.8500   20.8500   20.8500  ▲0.1300         2 9999.9500    0.0100
00683L    期元大美元指正2        22.1200   22.1300   22.0800   22.0900  ▲0.1100        23 9999.9500    0.0100
00684R    期元大美元指反1        14.8900   14.8900   14.8900   14.8900  ▼0.0900         1 9999.9500    0.0100
00685L    群益臺灣加權正2        12.7200   12.8900   12.6900   12.8700  ▼0.0200    134019   15.4600   10.3200
00686R    群益臺灣加權反1         0.9400    0.9500    0.9300    0.9300  ▼0.0100      4279    1.0300    0.8500
00688L    國泰20年美債正2         6.0900    6.1000    6.0700    6.0900  ▼0.2400      9588 9999.9500    0.0100
00689R    國泰20年美債反1        23.2900   23.3400   23.2900   23.3400  ▲0.5400       110 9999.9500    0.0100
00690     兆豐藍籌30             83.3500   83.7000   83.2500   83.6500  ▲0.3000       238   91.6500   75.0500
00691R    兆豐藍籌30反1           0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00692     富邦公司治理           96.0000   96.7000   95.7500   96.7000  ▲0.2000       570  106.1500   86.8500
00693U    期街口S&P黃豆          24.0000   24.0800   23.9600   24.0800  ▲0.0700       412 9999.9500    0.0100
00698L    元大美債7-10正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00699R    元大美債7-10反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00700     富邦恒生國企           16.9500   17.0600   16.9500   16.9600  ▼0.0600       121 9999.9500    0.0100
00701     國泰股利精選30         41.9100   41.9100   41.4600   41.6000  ▼0.3700       307   46.1600   37.7800
00702     國泰標普低波高息       23.5000   23.5600   23.5000   23.5600  ▼0.0600       110 9999.9500    0.0100
00703     台新MSCI中國           18.9700   19.0400   18.9400   18.9400  ▼0.1600        30 9999.9500    0.0100
00704L    台新MSCI台灣正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00705R    台新MSCI台灣反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00706L    期元大S&P日圓正2       19.1500   19.1700   19.1200   19.1600  ▼0.0500       393 9999.9500    0.0100
00707R    期元大S&P日圓反1       31.9000   31.9000   31.9000   31.9000  ▲0.0400         2 9999.9500    0.0100
00708L    期元大S&P黃金正2       76.8000   77.0000   76.0000   76.5500  ▼1.8000      5192 9999.9500    0.0100
00709     富邦歐洲               39.4300   39.4300   39.4100   39.4200  ▼0.3900         7 9999.9500    0.0100
00710B    復華彭博非投等債       18.7300   18.7700   18.7200   18.7300  ▼0.0500       269 9999.9500    0.0100
00711B    復華彭博新興債         15.1800   15.2100   15.1800   15.1800  ▼0.1200       121 9999.9500    0.0100
00712     復華富時不動產          7.8300    7.8300    7.8100    7.8200  ▼0.1600     97056 9999.9500    0.0100
00713     元大台灣高息低波       63.3500   63.4000   63.1000   63.2000  ▼0.4500      4029   70.0000   57.3000
00714     群益道瓊美國地產       20.7500   20.7800   20.7500   20.7800  ▼0.2200       207 9999.9500    0.0100
00715L    期街口布蘭特正2        64.2000   65.0500   64.0000   64.7000  ▲4.0000      3520 9999.9500    0.0100
00716R    華頓S&P布蘭特反1        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00717     富邦美國特別股         14.6000   14.6000   14.5300   14.5400  ▼0.0800        86 9999.9500    0.0100
00728     第一金工業30           70.3000   70.3500   69.8000   70.3500  ▼0.1500        75   77.5500   63.4500
00729R    第一金工業30反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00730     富邦臺灣優質高息       29.0000   29.2500   28.9600   29.2500  ▲0.2000       291   31.9500   26.1500
00731     復華富時高息低波       97.9500   98.1500   97.9500   98.0500  ▼0.7500       503  108.6500   88.9500
00732     國泰RMB短期報酬         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00733     富邦臺灣中小           69.7500   70.2000   69.4500   70.1500  ▲1.0000       509   76.0500   62.2500
00735     國泰臺韓科技          109.1000  109.2000  108.5500  109.0000  ▼0.6000       681 9999.9500    0.0100
00736     國泰新興市場           31.7900   31.8000   31.7900   31.8000  ▼0.2000       106 9999.9500    0.0100
00737     國泰AI機器人           40.9400   41.2700   40.9400   41.1900  ▼0.0300        37 9999.9500    0.0100
00738U    期元大道瓊白銀         51.0500   51.1500   50.6000   51.0000  ▼1.6000      2703 9999.9500    0.0100
00739     元大MSCI A股           27.6000   27.6000   27.2800   27.2800  ▼0.4100        92 9999.9500    0.0100
00742     新光內需收益            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00743     國泰中國A150            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00752     中信中國50             22.6900   22.6900   22.4600   22.5100  ▼0.1700       697 9999.9500    0.0100
00753L    中信中國50正2           8.8900    8.9300    8.8300    8.8700  ▼0.1400     13847 9999.9500    0.0100
00757     統一FANG+             143.5000  143.7500  143.2500  143.4000  ▼1.4000       543 9999.9500    0.0100
00762     元大全球AI            121.9000  122.1500  121.6500  121.8000  ▼0.9000        87 9999.9500    0.0100
00763U    期街口道瓊銅           35.4500   35.4500   35.2400   35.3100  ▼0.2100       307 9999.9500    0.0100
00766L    台新MSCI中國正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00767     FH美國金融股            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00770     國泰北美科技           65.2500   65.3500   65.1000   65.2500  ▼0.3500       282 9999.9500    0.0100
00771     元大US高息特別股       15.0700   15.0700   15.0600   15.0600  ▼0.0100         9 9999.9500    0.0100
00774B    新光中國政金綠債        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00774C    新光中政金綠債+R        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00775B    台新投等債15+          30.4000   30.4000   30.4000   30.4000  ▼0.4500        80 9999.9500    0.0100
00776     新光ICE美國權值         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00783     富邦中証500            27.8800   27.8800   27.7400   27.7400  ▼0.3500        79 9999.9500    0.0100
0080      恒中國                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
0081      恒香港                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
008201    BP上證50                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00830     國泰費城半導體         87.6500   88.0500   87.6500   88.0000  ▼0.6000      6739 9999.9500    0.0100
00850     元大臺灣ESG永續        96.2000   96.4000   95.8500   96.3500  ▼0.0500       262  106.0000   86.8000
00851     台新全球AI             73.3000   73.3000   73.1000   73.1000  ▼0.2000        43 9999.9500    0.0100
00852L    國泰美國道瓊正2        33.0100   33.1100   32.8800   32.9900  ▼0.5600       339 9999.9500    0.0100
00861     元大全球未來通訊       88.6500   88.6500   86.5500   88.1500  ▼0.5000        30 9999.9500    0.0100
00865B    國泰US短期公債         48.7500   48.9500   48.7500   48.9400  ▲0.1900      2838 9999.9500    0.0100
00866     新光Shiller CAPE        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00875     國泰網路資安           58.3000   58.7000   58.3000   58.5500  ▲0.7500       150 9999.9500    0.0100
00876     元大全球5G             90.5000   90.5000   89.6500   89.8000  ▼0.5000        81 9999.9500    0.0100
00878     國泰永續高股息         34.9700   34.9800   34.7600   34.8800  ▼0.2100     33569   38.5900   31.5900
00881     國泰台灣科技龍頭       52.4000   52.6000   52.2500   52.5000  ▼0.1000     10183   57.8500   47.3400
00882     中信中國高股息         14.7700   14.7800   14.7400   14.7800    0.0000      2533 9999.9500    0.0100
00885     富邦越南               18.2400   18.2500   18.0200   18.0400  ▼0.2300      1632 9999.9500    0.0100
00891     中信關鍵半導體         37.6000   37.7700   37.4800   37.7700  ▲0.0700     11081   41.4700   33.9300
00892     富邦台灣半導體         43.5200   43.5200   43.1000   43.3300  ▼0.3800      4407   48.0800   39.3400
00893     國泰智能電動車         46.1400   46.2000   45.9100   45.9600  ▼0.2300       168 9999.9500    0.0100
00894     中信小資高價30         50.0000   50.3000   49.9500   50.2500  ▲0.2500       617   55.0000   45.0000
00895     富邦未來車             52.2000   52.2000   52.0000   52.0500  ▼0.1500       128 9999.9500    0.0100
00896     中信綠能及電動車       27.5800   27.6000   27.3700   27.6000  ▲0.0200      2356   30.3300   24.8300
00897     富邦基因免疫生技       13.7300   13.7300   13.5100   13.5100  ▼0.2700       282 9999.9500    0.0100
00898     國泰基因免疫革命       11.5200   11.5500   11.4900   11.4900  ▼0.2700      1051 9999.9500    0.0100
00899     FT潔淨能源             22.7400   22.8000   22.7400   22.7700  ▼0.2200         9 9999.9500    0.0100
00900     富邦特選高股息30       19.4900   19.5500   19.3900   19.5300  ▼0.0500      2097   21.5300   17.6300
00901     永豐智能車供應鏈       48.3300   48.5000   48.2500   48.4800  ▲0.0900       193   53.2000   43.5600
00902     中信電池及儲能         12.5400   12.5400   12.4100   12.4500  ▼0.1000       549 9999.9500    0.0100
00903     富邦元宇宙             22.1000   22.1100   22.0700   22.0700  ▼0.2100        52 9999.9500    0.0100
00904     台新臺灣半導體30       43.2200   43.4500   43.2100   43.3600  ▼0.1300       666   47.8300   39.1500
00905     FT臺灣Smart            27.5900   27.6200   27.4900   27.6000  ▼0.0300       528   30.3900   24.8700
00906     大華元宇宙科技50        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00907     永豐優息存股           17.7500   17.7700   17.7000   17.7500  ▼0.0800       575   19.6100   16.0500
00908     富邦入息REITs+         14.7200   14.7200   14.6100   14.6300  ▼0.1200        73 9999.9500    0.0100
00909     國泰數位支付服務       51.4500   51.4500   51.1000   51.2000  ▼1.5000       623 9999.9500    0.0100
00910     第一金太空衛星         58.4500   58.4500   58.0500   58.1500  ▼1.3000       393 9999.9500    0.0100
00911     兆豐洲際半導體         56.8500   56.8500   55.1000   56.2500  ▼0.9000       434 9999.9500    0.0100
00912     中信臺灣智慧50         36.6000   36.6000   36.3300   36.4500  ▼0.2000       199   40.3100   32.9900
00913     兆豐台灣晶圓製造       52.4500   52.4500   51.8500   52.3000  ▼0.3000      1884   57.8500   47.3400
00915     凱基優選高股息30       33.2000   33.2000   32.8100   33.0000  ▼0.2000       450   36.5200   29.8800
00916     國泰全球品牌50         27.1700   27.1700   26.9600   26.9900  ▼0.1800       157 9999.9500    0.0100
00917     中信特選金融           22.8800   22.8800   22.7800   22.8300  ▼0.0600       864 9999.9500    0.0100
00918     大華優利高填息30       33.9500   34.0300   33.7500   33.9800  ▼0.0500     41412   37.4300   30.6300
00919     群益台灣精選高息       31.9400   31.9400   31.7600   31.8300  ▼0.2300     81598   35.2600   28.8600
00920     富邦ESG綠色電力        25.0000   25.0000   24.8600   24.8800  ▼0.0500        15 9999.9500    0.0100
00921     兆豐龍頭等權重         23.3800   23.4800   23.2900   23.4500  ▼0.0200       319   25.8100   21.1300
00922     國泰台灣領袖50         43.7100   43.9000   43.6200   43.8700  ▲0.0800      6350   48.1600   39.4200
00923     群益台ESG低碳50        41.7900   41.8200   41.6000   41.7800  ▼0.0600      3650   46.0200   37.6600
00924     復華S&P500成長         33.7100   33.7100   33.5800   33.6100  ▼0.2700      1001 9999.9500    0.0100
00925     新光標普電動車         16.1000   16.1000   16.1000   16.1000    0.0000         0    0.0000    0.0000
00926     凱基全球菁英55         26.4900   26.5900   26.4900   26.5400  ▼0.2600       265 9999.9500    0.0100
00927     群益半導體收益         39.6900   39.7800   39.4200   39.7700  ▼0.1200     18025   43.8700   35.9100
00929     復華台灣科技優息       29.0300   29.1900   28.8900   29.1800  ▲0.0400     19668   32.0500   26.2300
00930     永豐ESG低碳高息        23.9000   23.9100   23.8200   23.8800  ▼0.0800       928   26.3500   21.5700
00932     兆豐永續高息等權       17.4200   17.4800   17.4000   17.4800    0.0000       396   19.2200   15.7400
00934     中信成長高股息         29.6600   29.8800   29.5600   29.8400  ▼0.0700      2118   32.9000   26.9200
00935     野村臺灣新科技50       61.2000   61.6500   61.1000   61.6500  ▲0.2000      9242   67.5500   55.3500
00936     台新永續高息中小       21.2700   21.4100   21.2500   21.4100  ▼0.0100       187   23.5600   19.2800
00938     凱基優選30             26.9000   26.9900   26.8600   26.9000  ▼0.1400       269   29.7400   24.3400
00939     統一台灣高息動能       24.1200   24.1600   24.0100   24.1300  ▼0.1000      1208   26.6500   21.8100
00940     元大台灣價值高息       13.0600   13.1100   13.0000   13.1000  ▼0.0200      6876   14.4300   11.8100
00941     中信上游半導體         25.1000   25.2500   25.1000   25.1600  ▲0.0400       865 9999.9500    0.0100
00943     兆豐電子高息等權       20.8900   21.0000   20.8500   20.9600  ▲0.0100        18   23.0400   18.8600
00944     野村趨勢動能高息       22.0000   22.0000   21.8900   22.0000    0.0000        49   24.2000   19.8000
00945B    凱基美國非投等債       14.2800   14.3000   14.2800   14.2900  ▼0.0200      4339 9999.9500    0.0100
00946     群益科技高息成長       15.1800   15.3000   15.1400   15.3000  ▼0.0200      1205   16.8500   13.7900
00947     台新臺灣IC設計         40.3500   40.7000   40.1700   40.6600  ▼0.1100      5523   44.8400   36.7000
00949     復華日本龍頭           22.1300   22.1300   21.8300   21.8500  ▼0.3400      2183 9999.9500    0.0100
00951     台新日本半導體         17.5500   17.5500   17.3000   17.3600  ▼0.1400      1427 9999.9500    0.0100
00952     凱基台灣AI50           18.2300   18.2500   18.1300   18.2500  ▼0.0300       758   20.1000   16.4600
00953B    群益優選非投等債        9.5400    9.5600    9.5400    9.5400  ▼0.0200     44344 9999.9500    0.0100
00954     中信日本半導體         18.5500   18.7000   18.5000   18.5600  ▼0.0400      1315 9999.9500    0.0100
00956     中信日經高股息         13.7200   13.7200   13.5000   13.5600  ▼0.1700       215 9999.9500    0.0100
00960     野村全球航運龍頭       22.1400   22.1400   21.9500   22.0200  ▼0.1900       350 9999.9500    0.0100
00961     FT臺灣永續高息         13.1700   13.2200   13.1300   13.2000  ▼0.0100     19457   14.5300   11.8900
00962     台新AI優息動能         14.9600   15.0300   14.9000   15.0300  ▲0.0200      2340   16.5100   13.5100
00963     中信全球高股息         12.7200   12.7200   12.6200   12.6300  ▼0.1100      1613 9999.9500    0.0100
00964     中信亞太高股息         14.7500   14.7500   14.6600   14.7300  ▼0.0200      1113 9999.9500    0.0100
00965     元大航太防衛科技       25.4300   25.5200   25.4000   25.4500    0.0000       471 9999.9500    0.0100
00971     野村美國研發龍頭       17.8200   17.8200   17.7600   17.7600  ▼0.1400        53 9999.9500    0.0100
00972     野村日本動能高息       21.8000   21.8000   21.6800   21.7000  ▼0.2800        63 9999.9500    0.0100
009800    中信NASDAQ             13.4500   13.4800   13.4300   13.4500  ▼0.0800      1049 9999.9500    0.0100
009801    中信美國創新科技       11.6500   11.6700   11.6300   11.6400  ▼0.1200       625 9999.9500    0.0100
009802    富邦旗艦50             20.0900   20.0900   19.9700   20.0700  ▼0.0700      3195   22.1500   18.1300
009803    玉山市值動能50         21.5900   21.6700   21.5300   21.6600    0.0000      2486   23.8200   19.5000
009804    聯邦台精彩50           24.0700   24.1300   23.9100   24.1200  ▲0.0200       737   26.5100   21.6900
009805    台新美國電力基建       15.0000   15.0200   14.9500   14.9500  ▼0.2000      2184 9999.9500    0.0100
009808    華南永昌優選50         32.1800   32.1800   32.0400   32.1600  ▼0.1300        38   35.5100   29.0700
009809    富邦淨零ESG50          18.5200   18.5600   18.4900   18.5600  ▼0.1300       320   20.5500   16.8300
00980A    主動野村臺灣優選       25.4800   25.6000   25.3200   25.5600  ▲0.0500      3919   28.0600   22.9600
009810    玉山全球藍籌100        21.3500   21.3700   21.3200   21.3400  ▼0.1800       190 9999.9500    0.0100
009811    統一美國50             13.5900   13.5900   13.4900   13.5000  ▼0.0900       908 9999.9500    0.0100
009812    野村日本東證           13.0000   13.0000   12.9000   12.9200  ▼0.1200       595 9999.9500    0.0100
009813    貝萊德標普卓越50       11.5500   11.5500   11.4800   11.4900  ▼0.1000      1151 9999.9500    0.0100
009816    凱基台灣TOP50          16.5300   16.5800   16.4900   16.5700  ▼0.0300     73828   18.2600   14.9400
009817    國泰日本不動產          8.8800    9.0000    8.8800    8.9000  ▲0.0300      1707 9999.9500    0.0100
009818    華南永昌NASDAQxT       21.0600   21.0600   21.0400   21.0400  ▼0.1800        41 9999.9500    0.0100
009819    中信數據及電力          9.7000    9.7300    9.7000    9.7200  ▼0.1000      1428 9999.9500    0.0100
00981A    主動統一台股增長       30.4600   30.8600   30.4500   30.8500  ▲0.2000    161120   33.7100   27.5900
00981T    平衡凱基雙核收息       11.7900   11.8200   11.7900   11.8200  ▼0.0600      1230 9999.9500    0.0100
009820    元大納斯達克精選       10.4000   10.4200   10.3800   10.4100  ▼0.0700      8791 9999.9500    0.0100
009821    野村稀土關鍵資源       13.9800   14.0500   13.9500   14.0300  ▼0.3000      4286 9999.9500    0.0100
009824    群益美國科技巨頭       10.5400   10.5800   10.5300   10.5500  ▼0.0600      4163 9999.9500    0.0100
009826    貝萊德世界股票         10.0600   10.0800   10.0500   10.0600  ▼0.0600      9381 9999.9500    0.0100
009827    玉山未來全球算力       10.2900   10.3300   10.2800   10.3200  ▼0.1100      2346 9999.9500    0.0100
009828    中信台日韓PCB          10.0200   10.0600    9.9600   10.0200  ▲0.1700     68300 9999.9500    0.0100
009829    大華韓國KOSPI50        11.0000   11.0500   10.9700   11.0400  ▼0.0800      8613 9999.9500    0.0100
00982A    主動群益台灣強棒       23.0300   23.1500   22.9200   23.1400  ▲0.0800     12631   25.3600   20.7600
00982D    主動富邦動態入息        9.4800    9.4800    9.4500    9.4700  ▼0.0800       681 9999.9500    0.0100
00982T    平衡兆豐台美動能       15.6300   15.6300   15.5600   15.6100    0.0000        82 9999.9500    0.0100
00983A    主動中信ARK創新        13.1500   13.2700   13.1500   13.2200  ▼0.2300       960 9999.9500    0.0100
00983D    主動富邦複合收益        9.7100    9.7200    9.7000    9.7100  ▼0.0600       687 9999.9500    0.0100
00984A    主動安聯台灣高息       15.5200   15.6200   15.4500   15.6100  ▲0.0500      2840   17.1100   14.0100
00984D    主動聯博全球非投        9.8400    9.8500    9.8300    9.8400  ▼0.0200     13968 9999.9500    0.0100
00985A    主動野村台灣50         23.4000   23.5200   23.3200   23.4800  ▲0.0400      2363   25.7800   21.1000
00985B    群益ESG投等債0-5       10.0700   10.0900   10.0700   10.0900    0.0000      6259 9999.9500    0.0100
00986A    主動台新龍頭成長       14.7400   14.7600   14.7100   14.7500  ▼0.0900       127 9999.9500    0.0100
00987A    主動台新優勢成長       17.2100   17.3000   17.0500   17.3000  ▲0.1100      1640   18.9000   15.4800
