日期:2026/09/15 『成交不含鉅額交易、盤後定價、零股』
================================================================================================================
代號      名稱                      開盤      最高      最低      收盤      漲跌    成交量    漲停價    跌停價
00664R    國泰臺灣加權反1         1.6200    1.6300    1.6100    1.6200    0.0000     13574    1.7800    1.4600
00665L    富邦恒生國企正2         9.1100    9.1300    8.9600    8.9600  ▼0.0600      3898 9999.9500    0.0100
00666R    富邦恒生國企反1         9.1800    9.2700    9.1800    9.2700  ▲0.0400        55 9999.9500    0.0100
00667     元大韓國                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00668     國泰美國道瓊           61.0000   61.0000   60.8000   60.8000  ▼0.1500        12 9999.9500    0.0100
00668K    國泰美國道瓊+U         19.2000   19.2000   19.2000   19.2000  ▼0.0600         2 9999.9500    0.0100
00669R    國泰美國道瓊反1         5.2800    5.3000    5.2700    5.2900  ▲0.0200       588 9999.9500    0.0100
00670L    富邦NASDAQ正2         194.4500  194.8500  192.4500  192.7500  ▲0.2000       451 9999.9500    0.0100
00671R    富邦NASDAQ反1           2.4700    2.4800    2.4600    2.4800  ▲0.0100      2328 9999.9500    0.0100
00672L    元大S&P原油正2          0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00673R    期元大S&P原油反1       10.0200   10.0800    9.9900    9.9900  ▼0.0500     24641 9999.9500    0.0100
00674R    期元大S&P黃金反1       28.4200   28.4400   28.3200   28.4400  ▲0.1900       151 9999.9500    0.0100
00675L    富邦臺灣加權正2       309.1500  310.8500  306.1500  306.3000  ▼3.4000       437  371.6000  247.8000
00676R    富邦臺灣加權反1         5.5200    5.5400    5.5000    5.5300  ▲0.0300      3213    6.0500    4.9500
00677U    期富邦VIX               0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00678     群益那斯達克生技       42.3800   42.6600   42.3800   42.6600  ▲0.5500       495 9999.9500    0.0100
00680L    元大美債20正2           6.1900    6.2000    6.1400    6.1400  ▼0.0600     14131 9999.9500    0.0100
00681R    元大美債20反1          22.0300   22.2300   22.0300   22.2300  ▲0.0800        16 9999.9500    0.0100
00682U    期元大美元指數         20.4400   20.4400   20.4400   20.4400    0.0000         0 9999.9500    0.0100
00683L    期元大美元指正2        21.4300   21.5100   21.4300   21.5100  ▲0.1300       132 9999.9500    0.0100
00684R    期元大美元指反1        15.0800   15.1400   15.0800   15.1400  ▼0.0400       122 9999.9500    0.0100
00685L    群益臺灣加權正2        11.6600   11.7400   11.5400   11.5500  ▼0.1300    141116   14.0100    9.3500
00686R    群益臺灣加權反1         0.9900    0.9900    0.9800    0.9800  ▼0.0100      2113    1.0800    0.9000
00688L    國泰20年美債正2         6.1800    6.1900    6.1200    6.1200  ▼0.0500      4307 9999.9500    0.0100
00689R    國泰20年美債反1        23.0800   23.2400   23.0800   23.2400  ▲0.1200       109 9999.9500    0.0100
00690     兆豐藍籌30             77.6500   78.3000   77.1500   77.2000  ▼1.0000       386   86.0000   70.4000
00691R    兆豐藍籌30反1           0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00692     富邦公司治理           91.9000   92.0500   91.3000   91.3500  ▼0.5500       540  101.0500   82.7500
00693U    期街口S&P黃豆          23.6200   23.6600   23.5700   23.6400  ▲0.0400       985 9999.9500    0.0100
00698L    元大美債7-10正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00699R    元大美債7-10反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00700     富邦恒生國企           17.0500   17.0800   16.9900   17.0000    0.0000        66 9999.9500    0.0100
00701     國泰股利精選30         41.5400   41.6500   41.1000   41.3300  ▼0.2100      1577   45.6900   37.3900
00702     國泰標普低波高息       24.3800   24.4000   24.3800   24.4000  ▲0.1000       109 9999.9500    0.0100
00703     台新MSCI中國           19.0700   19.0700   18.8800   18.9200  ▼0.0100        42 9999.9500    0.0100
00704L    台新MSCI台灣正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00705R    台新MSCI台灣反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00706L    期元大S&P日圓正2       20.0000   20.0000   19.9400   19.9400  ▼0.2100       621 9999.9500    0.0100
00707R    期元大S&P日圓反1       31.2400   31.2400   31.2400   31.2400  ▲0.1400         2 9999.9500    0.0100
00708L    期元大S&P黃金正2       76.8500   77.7500   76.7000   77.1000  ▼1.0500      3430 9999.9500    0.0100
00709     富邦歐洲               39.9800   39.9900   39.9600   39.9600  ▼0.0200        12 9999.9500    0.0100
00710B    復華彭博非投等債       19.0500   19.0800   19.0500   19.0700    0.0000       255 9999.9500    0.0100
00711B    復華彭博新興債         15.3200   15.3300   15.3100   15.3300  ▲0.0400       125 9999.9500    0.0100
00712     復華富時不動產          8.3200    8.3200    8.2800    8.2900  ▼0.0300     57977 9999.9500    0.0100
00713     元大台灣高息低波       64.4000   64.4000   64.1000   64.2500  ▼0.1000      2259   70.7500   57.9500
00714     群益道瓊美國地產       21.2800   21.2800   21.2300   21.2600  ▼0.0800       134 9999.9500    0.0100
00715L    期街口布蘭特正2        70.6500   71.4000   69.6500   71.4000  ▲0.9000      3799 9999.9500    0.0100
00716R    華頓S&P布蘭特反1        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00717     富邦美國特別股         14.4900   14.5800   14.4900   14.5400  ▲0.0400       438 9999.9500    0.0100
00728     第一金工業30           67.0500   67.5500   66.7000   66.8000  ▼1.0500        81   74.6000   61.1000
00729R    第一金工業30反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00730     富邦臺灣優質高息       28.0100   28.1900   27.9500   28.1900  ▼0.0300       174   31.0400   25.4000
00731     復華富時高息低波       98.4000   98.5000   97.4500   97.7500  ▼0.7000       564  108.2500   88.6500
00732     國泰RMB短期報酬         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00733     富邦臺灣中小           65.9500   66.5500   65.3500   65.3500  ▼0.6500       240   72.6000   59.4000
00735     國泰臺韓科技          101.8000  102.5000  100.9000  100.9000  ▼1.3000       894 9999.9500    0.0100
00736     國泰新興市場           31.3000   31.3900   31.3000   31.3900  ▼0.0200       101 9999.9500    0.0100
00737     國泰AI機器人           39.2800   39.9100   39.2800   39.6900  ▲0.5000        48 9999.9500    0.0100
00738U    期元大道瓊白銀         50.1500   50.5000   50.0500   50.1000  ▼0.5500      1060 9999.9500    0.0100
00739     元大MSCI A股           27.2500   27.3200   27.1100   27.2300  ▼0.0200        12 9999.9500    0.0100
00742     新光內需收益            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00743     國泰中國A150            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00752     中信中國50             22.4000   22.6300   22.4000   22.5600  ▲0.1600       506 9999.9500    0.0100
00753L    中信中國50正2           8.9400    9.0100    8.8600    8.8800  ▼0.0100      7145 9999.9500    0.0100
00757     統一FANG+             139.2500  139.5500  138.7500  138.8500  ▲1.7000      1884 9999.9500    0.0100
00762     元大全球AI            111.8500  112.4000  111.7000  111.7000  ▲0.1000       112 9999.9500    0.0100
00763U    期街口道瓊銅           33.3900   33.5000   33.3100   33.4500  ▼0.3500       311 9999.9500    0.0100
00766L    台新MSCI中國正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00767     FH美國金融股            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00770     國泰北美科技           68.0000   68.1500   67.6500   67.7500    0.0000      4490 9999.9500    0.0100
00771     元大US高息特別股       15.0800   15.1300   15.0800   15.1300  ▲0.0500        43 9999.9500    0.0100
00774B    新光中國政金綠債        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00774C    新光中政金綠債+R        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00775B    台新投等債15+          30.4000   30.4000   30.4000   30.4000  ▲0.0400        80 9999.9500    0.0100
00776     新光ICE美國權值         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00783     富邦中証500            27.3000   27.3700   27.2000   27.2000  ▼0.0300         9 9999.9500    0.0100
0080      恒中國                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
0081      恒香港                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
008201    BP上證50                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00830     國泰費城半導體         79.4500   79.6000   78.9500   79.0000  ▼1.9500     11365 9999.9500    0.0100
00850     元大臺灣ESG永續        91.5500   91.8000   90.8000   90.9500  ▼0.6000       427  100.7000   82.4000
00851     台新全球AI             70.2000   70.2000   69.9000   69.9000  ▼0.2500        44 9999.9500    0.0100
00852L    國泰美國道瓊正2        34.1300   34.1300   33.9600   33.9600  ▼0.3100       202 9999.9500    0.0100
00861     元大全球未來通訊       84.3500   84.3500   83.0000   83.0000  ▼1.6000        16 9999.9500    0.0100
00865B    國泰US短期公債         48.6500   48.9000   48.6500   48.8600  ▲0.2100      2702 9999.9500    0.0100
00866     新光Shiller CAPE        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00875     國泰網路資安           55.7500   58.0000   55.7500   56.1500  ▲3.2500       889 9999.9500    0.0100
00876     元大全球5G             84.7500   84.7500   83.5000   83.7500  ▼1.7500        57 9999.9500    0.0100
00878     國泰永續高股息         34.2300   34.2500   34.0500   34.2000  ▼0.0300     36630   37.6500   30.8100
00881     國泰台灣科技龍頭       49.4800   49.8300   49.2000   49.2100  ▼0.3300     19561   54.4500   44.5900
00882     中信中國高股息         14.8500   14.8800   14.7700   14.7800  ▼0.0500      2591 9999.9500    0.0100
00885     富邦越南               18.2300   18.3000   18.1600   18.2400  ▲0.0100      1439 9999.9500    0.0100
00891     中信關鍵半導體         34.9700   35.0100   34.5400   34.5400  ▼0.4700     10876   38.5100   31.5100
00892     富邦台灣半導體         41.2900   41.2900   40.6700   40.7200  ▼0.6000      3155   45.4500   37.1900
00893     國泰智能電動車         42.5000   42.5000   42.0700   42.0900  ▼0.4900       743 9999.9500    0.0100
00894     中信小資高價30         46.6400   47.0000   46.2000   46.3000  ▼0.5200      1007   51.5000   42.1400
00895     富邦未來車             49.4000   49.4000   49.0100   49.0100  ▼0.3900       421 9999.9500    0.0100
00896     中信綠能及電動車       28.0000   28.0000   27.6500   27.6900  ▼0.1400     25692   30.6100   25.0500
00897     富邦基因免疫生技       12.8800   12.9500   12.8800   12.9300  ▲0.3400       342 9999.9500    0.0100
00898     國泰基因免疫革命       10.8400   10.9300   10.8400   10.9200  ▲0.2600       427 9999.9500    0.0100
00899     FT潔淨能源             22.7800   22.7800   22.7600   22.7700  ▼0.4300        25 9999.9500    0.0100
00900     富邦特選高股息30       19.5400   19.5800   19.5000   19.5200  ▼0.0700      4564   21.5400   17.6400
00901     永豐智能車供應鏈       45.4300   45.6000   44.9900   45.0000  ▼0.4300       425   49.9700   40.8900
00902     中信電池及儲能         12.7200   12.7800   12.6200   12.6600  ▼0.0500       479 9999.9500    0.0100
00903     富邦元宇宙             21.0300   21.1700   21.0300   21.0900  ▲0.1000        61 9999.9500    0.0100
00904     台新臺灣半導體30       40.6000   40.6100   40.1000   40.1400  ▼0.4800       527   44.6800   36.5600
00905     FT臺灣Smart            26.1600   26.2000   25.9000   25.9000  ▼0.2600       975   28.7700   23.5500
00906     大華元宇宙科技50        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00907     永豐優息存股           17.8300   17.8300   17.6600   17.6900  ▼0.1800       676   19.6500   16.0900
00908     富邦入息REITs+         14.8600   14.8900   14.8600   14.8900  ▼0.0100        40 9999.9500    0.0100
00909     國泰數位支付服務       46.9000   47.2000   46.9000   46.9600  ▲0.2700       730 9999.9500    0.0100
00910     第一金太空衛星         55.7500   56.1000   55.7000   55.8000  ▲0.0500       401 9999.9500    0.0100
00911     兆豐洲際半導體         50.9000   50.9000   50.4000   50.4000  ▼1.3000       182 9999.9500    0.0100
00912     中信臺灣智慧50         34.6800   34.8000   34.4500   34.4500  ▼0.2900       362   38.2100   31.2700
00913     兆豐台灣晶圓製造       48.1100   48.3000   47.4700   47.4700  ▼0.6500       847   52.9000   43.3100
00915     凱基優選高股息30       32.8200   33.2000   32.8200   32.8900  ▼0.2500      5169   36.4500   29.8300
00916     國泰全球品牌50         26.6900   27.0400   26.6900   26.9300  ▲0.2000       660 9999.9500    0.0100
00917     中信特選金融           23.7500   23.7500   23.5900   23.6100  ▼0.1900      1119 9999.9500    0.0100
00918     大華優利高填息30       35.5600   35.5600   35.3600   35.4300  ▼0.0800     84229   39.0600   31.9600
00919     群益台灣精選高息       32.9600   32.9700   32.6500   32.7400  ▼0.1500    213466   36.1700   29.6100
00920     富邦ESG綠色電力        24.0000   24.1400   23.9600   23.9600  ▼0.4700       323 9999.9500    0.0100
00921     兆豐龍頭等權重         24.0800   24.1400   23.9900   24.0400  ▼0.0600      1125   26.5100   21.6900
00922     國泰台灣領袖50         41.5900   41.7700   41.3200   41.3700  ▼0.2700      3582   45.8000   37.4800
00923     群益台ESG低碳50        39.6000   39.7800   39.3400   39.4000  ▼0.2000      6193   43.5600   35.6400
00924     復華S&P500成長         32.6600   32.8000   32.6100   32.6400  ▲0.1000      1109 9999.9500    0.0100
00925     新光標普電動車         16.1000   16.1000   16.1000   16.1000    0.0000         0    0.0000    0.0000
00926     凱基全球菁英55         26.1900   26.2200   26.1500   26.1700  ▲0.1600      1264 9999.9500    0.0100
00927     群益半導體收益         36.9200   37.0800   36.6200   36.6300  ▼0.4700      9695   40.8100   33.3900
00929     復華台灣科技優息       28.6000   28.6300   28.4600   28.4600  ▼0.1400     38827   31.4600   25.7400
00930     永豐ESG低碳高息        23.8500   23.9200   23.7700   23.7900  ▼0.0600      1117   26.2300   21.4700
00932     兆豐永續高息等權       17.1700   17.1800   17.0900   17.1000  ▼0.1600       384   18.9800   15.5400
00934     中信成長高股息         29.7000   29.7000   29.5000   29.5600  ▼0.1400      2624   32.6700   26.7300
00935     野村臺灣新科技50       57.8000   58.4000   57.3500   57.4000  ▼0.6000     12535   63.8000   52.2000
00936     台新永續高息中小       21.0100   21.0800   20.8800   20.8900  ▼0.2300       531   23.2300   19.0100
00938     凱基優選30             27.2100   27.2100   26.5600   26.6400  ▼0.1800      2959   29.5000   24.1400
00939     統一台灣高息動能       24.1100   24.1100   23.8900   23.9000  ▼0.2100      3444   26.5200   21.7000
00940     元大台灣價值高息       12.8000   12.8200   12.7300   12.7400  ▼0.1000      5765   14.1200   11.5600
00941     中信上游半導體         24.1300   24.1300   23.9000   23.9300  ▼0.5100       971 9999.9500    0.0100
00943     兆豐電子高息等權       20.9000   20.9800   20.7500   20.7800  ▼0.0900       430   22.9500   18.7900
00944     野村趨勢動能高息       21.5000   21.5500   21.4200   21.4200  ▼0.1200       277   23.6900   19.3900
00945B    凱基美國非投等債       14.3700   14.4100   14.3600   14.4100  ▲0.0400      4798 9999.9500    0.0100
00946     群益科技高息成長       15.0700   15.0700   14.9600   14.9600  ▼0.1100       888   16.5700   13.5700
00947     台新臺灣IC設計         36.4500   36.6900   36.0000   36.0000  ▼0.6300      3024   40.2900   32.9700
00949     復華日本龍頭           21.9300   21.9700   21.8400   21.9100  ▼0.0200       529 9999.9500    0.0100
00951     台新日本半導體         16.4100   16.6500   16.3000   16.3500  ▼0.0600      1698 9999.9500    0.0100
00952     凱基台灣AI50           17.7500   17.8700   17.6500   17.6600  ▼0.1300      1333   19.5600   16.0200
00953B    群益優選非投等債        9.5400    9.5700    9.5300    9.5600  ▲0.0300     40857 9999.9500    0.0100
00954     中信日本半導體         17.4100   17.8100   17.3900   17.4500  ▼0.0500      1835 9999.9500    0.0100
00956     中信日經高股息         13.7200   13.7300   13.6800   13.6900  ▼0.0800       244 9999.9500    0.0100
00960     野村全球航運龍頭       22.1600   22.4000   22.1600   22.3600  ▲0.2400      1360 9999.9500    0.0100
00961     FT臺灣永續高息         13.4100   13.4200   13.3100   13.3300  ▼0.0700     53137   14.7400   12.0600
00962     台新AI優息動能         14.8400   14.8400   14.6500   14.6600  ▼0.0900      5714   16.2200   13.2800
00963     中信全球高股息         13.2100   13.2100   13.0700   13.1100  ▲0.0400      2110 9999.9500    0.0100
00964     中信亞太高股息         14.9400   14.9400   14.8400   14.8500  ▼0.0800      2183 9999.9500    0.0100
00965     元大航太防衛科技       25.2300   25.2300   24.8800   24.9900  ▼0.2400       601 9999.9500    0.0100
00971     野村美國研發龍頭       17.4200   17.4200   17.2800   17.2800  ▲0.1100        23 9999.9500    0.0100
00972     野村日本動能高息       22.1800   22.1800   22.1100   22.1500  ▼0.0600        17 9999.9500    0.0100
009800    中信NASDAQ             12.8400   12.9200   12.8400   12.8500  ▲0.0600       861 9999.9500    0.0100
009801    中信美國創新科技       11.1000   11.1000   11.0400   11.0400  ▼0.0800       953 9999.9500    0.0100
009802    富邦旗艦50             19.8000   19.9500   19.6900   19.7000  ▼0.1100      4599   21.7900   17.8300
009803    玉山市值動能50         20.6800   20.7200   20.5500   20.5600  ▼0.1800     10074   22.8100   18.6700
009804    聯邦台精彩50           22.8300   22.8300   22.6600   22.6600  ▼0.1700       618   25.1100   20.5500
009805    台新美國電力基建       14.7000   14.7400   14.6700   14.6800  ▼0.3800      6410 9999.9500    0.0100
009808    華南永昌優選50         30.8900   30.8900   30.6900   30.7100  ▼0.1800        51   33.9700   27.8100
009809    富邦淨零ESG50          18.0000   18.0300   17.9500   17.9500  ▼0.0800        44   19.8300   16.2300
00980A    主動野村臺灣優選       24.0000   24.1800   23.7200   23.7300  ▼0.3800      4916   26.5200   21.7000
009810    玉山全球藍籌100        21.1000   21.1300   21.1000   21.1000    0.0000        32 9999.9500    0.0100
009811    統一美國50             13.1600   13.2200   13.1600   13.1800  ▲0.0300       503 9999.9500    0.0100
009812    野村日本東證           13.0600   13.0800   13.0000   13.0500  ▼0.0100       149 9999.9500    0.0100
009813    貝萊德標普卓越50       11.2000   11.2600   11.2000   11.2100    0.0000      2859 9999.9500    0.0100
009816    凱基台灣TOP50          15.8100   15.8600   15.7400   15.7500  ▼0.0700     89002   17.4000   14.2400
009817    國泰日本不動產          9.0900    9.0900    9.0300    9.0900  ▼0.0100       349 9999.9500    0.0100
009818    華南永昌NASDAQxT       19.9900   19.9900   19.9400   19.9500  ▲0.1700       191 9999.9500    0.0100
009819    中信數據及電力          9.5000    9.5200    9.4600    9.4600  ▼0.1900      7017 9999.9500    0.0100
00981A    主動統一台股增長       29.3000   29.4200   28.8500   28.8600  ▼0.4600    160337   32.2500   26.3900
00981T    平衡凱基雙核收息       11.7300   11.7500   11.7100   11.7200  ▼0.0100      1673 9999.9500    0.0100
009820    元大納斯達克精選        9.6800    9.7100    9.6500    9.6500  ▼0.0300      2105 9999.9500    0.0100
009821    野村稀土關鍵資源       14.0300   14.0500   14.0000   14.0300  ▼0.1800      2845 9999.9500    0.0100
009824    群益美國科技巨頭        9.9600   10.0100    9.9500    9.9600  ▼0.0100      2574 9999.9500    0.0100
009826    貝萊德世界股票         10.0000   10.0000    9.9700    9.9800    0.0000      9914 9999.9500    0.0100
009827    玉山未來全球算力        9.9600    9.9700    9.9300    9.9400  ▼0.0600      5636 9999.9500    0.0100
009828    中信台日韓PCB           9.3600    9.4400    9.2500    9.2600  ▼0.0900     29670 9999.9500    0.0100
009829    大華韓國KOSPI50        10.5000   10.5600   10.3000   10.3600  ▼0.1500     16317 9999.9500    0.0100
00982A    主動群益台灣強棒       22.1500   22.3500   21.8800   21.8800  ▼0.2900     14512   24.3800   19.9600
00982D    主動富邦動態入息        9.5300    9.5300    9.5100    9.5100  ▼0.0100        80 9999.9500    0.0100
00982T    平衡兆豐台美動能       15.8400   15.8800   15.7300   15.7800  ▼0.0600       631 9999.9500    0.0100
00983A    主動中信ARK創新        12.3500   12.4100   12.3500   12.3600  ▲0.3300      1140 9999.9500    0.0100
00983D    主動富邦複合收益        9.7900    9.7900    9.7700    9.7700  ▲0.0100       887 9999.9500    0.0100
00984A    主動安聯台灣高息       15.2000   15.2400   15.0600   15.0600  ▼0.2000      3741   16.7800   13.7400
00984D    主動聯博全球非投        9.8200    9.8600    9.8200    9.8600  ▲0.0400     11046 9999.9500    0.0100
00985A    主動野村台灣50         22.5500   22.6500   22.3700   22.3700  ▼0.1800      1379   24.8000   20.3000
00985B    群益ESG投等債0-5       10.0900   10.1100   10.0800   10.1100  ▲0.0200      3753 9999.9500    0.0100
00986A    主動台新龍頭成長       14.1200   14.1200   14.0100   14.0100  ▼0.1100       153 9999.9500    0.0100
00987A    主動台新優勢成長       16.1600   16.1600   15.6600   15.6600  ▼0.4800      1829   17.7500   14.5300
