日期:2026/08/24 『成交不含鉅額交易、盤後定價、零股』
================================================================================================================
代號      名稱                      開盤      最高      最低      收盤      漲跌    成交量    漲停價    跌停價
0057      富邦摩台              313.2500  313.7500  311.0500  311.3500  ▼0.6500         9  343.2000  280.8000
0058      富邦發達                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
0059      富邦金融                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
0060      新台灣                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
0061      元大寶滬深             24.4200   24.4900   24.1200   24.1200  ▼0.2900       206 9999.9500    0.0100
006203    元大MSCI台灣          190.9000  190.9000  188.3500  189.9500  ▼0.3500         6  209.3000  171.3000
006204    永豐臺灣加權          224.5500  224.5500  223.6500  223.6500  ▼1.3500         3  247.5000  202.5000
006205    富邦上証               40.5000   40.5000   40.0500   40.0600  ▼0.4400       289 9999.9500    0.0100
006206    元大上證50             37.4400   37.4400   37.1800   37.2500  ▼0.2500         9 9999.9500    0.0100
006207    復華滬深               32.1500   32.1800   32.0500   32.0600  ▼0.5400       235 9999.9500    0.0100
006208    富邦台50              239.4000  240.0000  237.9500  238.2000  ▼1.1000       986  263.2000  215.4000
00625K    富邦上証+R              8.6400    8.6400    8.6400    8.6400    0.0000         0 9999.9500    0.0100
00631L    元大台灣50正2          34.8500   34.9300   34.1100   34.1100  ▼0.7300     94496   41.8000   27.8800
00632R    元大台灣50反1          10.1500   10.2300   10.1300   10.2300  ▲0.0800    100850   11.1600    9.1400
00633L    富邦上証正2            49.0000   49.1500   47.6000   47.6500  ▼1.3600      2526 9999.9500    0.0100
00634R    富邦上証反1             3.1000    3.1500    3.1000    3.1500  ▲0.0500      1738 9999.9500    0.0100
00635U    期元大S&P黃金          47.9000   48.2300   47.7600   48.0700  ▲1.1100      9388 9999.9500    0.0100
00636     國泰中國A50            28.0900   28.0900   27.5600   27.5700  ▼0.4400       275 9999.9500    0.0100
00636K    國泰中國A50+U           8.7400    8.7400    8.7400    8.7400  ▼0.0800         2 9999.9500    0.0100
00637L    元大滬深300正2         20.2400   20.3200   19.6500   19.6700  ▼0.5800     21240 9999.9500    0.0100
00638R    元大滬深300反1          6.6500    6.7400    6.6400    6.7400  ▲0.0900       133 9999.9500    0.0100
00639     富邦深100              17.0900   17.0900   16.4700   16.4900  ▼0.4500      1037 9999.9500    0.0100
00640L    富邦日本正2           106.7000  107.1500  106.4500  107.1500  ▲0.5500       225 9999.9500    0.0100
00641R    富邦日本反1             3.7100    3.7200    3.7000    3.7100    0.0000       762 9999.9500    0.0100
00642U    期元大S&P石油          28.4000   28.5300   28.2300   28.4500  ▼0.3000      1900 9999.9500    0.0100
00643     群益深証中小           18.6400   18.6400   18.1600   18.1700  ▼0.4600      2626 9999.9500    0.0100
00643K    群益深証中小+R          3.9200    3.9200    3.9200    3.9200    0.0000         0 9999.9500    0.0100
00645     富邦日本               57.4500   57.5500   57.3500   57.5000  ▲0.0500        42 9999.9500    0.0100
00646     元大S&P500             76.8000   76.9500   76.7500   76.7500    0.0000      1692 9999.9500    0.0100
00647L    元大S&P500正2         138.6500  138.8500  138.1500  138.3000  ▲0.2000        34 9999.9500    0.0100
00648R    元大S&P500反1           3.9300    3.9500    3.9200    3.9400    0.0000       914 9999.9500    0.0100
00649     FH香港                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00650L    復華香港正2            17.7000   17.7000   17.0900   17.1800  ▼0.5500      1737 9999.9500    0.0100
00651R    復華香港反1             5.1200    5.1800    5.1200    5.1700  ▲0.0800       341 9999.9500    0.0100
00652     富邦印度               33.1900   33.3000   33.1900   33.2600  ▼0.0100       137 9999.9500    0.0100
00653L    富邦印度正2            47.1600   47.3900   47.0900   47.0900  ▼0.1500        57 9999.9500    0.0100
00654R    富邦印度反1             6.6500    6.7000    6.6500    6.7000  ▲0.0300         7 9999.9500    0.0100
00655L    國泰中國A50正2         34.1000   34.2700   33.0600   33.0600  ▼1.0800      1579 9999.9500    0.0100
00656R    國泰中國A50反1          5.8400    5.9100    5.8400    5.9100  ▲0.0800      1159 9999.9500    0.0100
00657     國泰日經225            77.6500   77.6500   77.2500   77.2500  ▼0.4000         4 9999.9500    0.0100
00657K    國泰日經225+U          24.3400   24.3400   24.3400   24.3400  ▼0.1600         2 9999.9500    0.0100
00658L    國泰日本正2             0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00659R    國泰日本反1             0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00660     元大歐洲50             46.6100   46.6100   46.4200   46.6000    0.0000         7 9999.9500    0.0100
00661     元大日經225            85.4500   85.5500   85.0000   85.3000  ▼0.2500        23 9999.9500    0.0100
00662     富邦NASDAQ            119.9000  119.9500  119.3000  119.3000  ▼0.6000      2183 9999.9500    0.0100
00663L    國泰臺灣加權正2        99.8000  100.0500   97.7000   97.7000  ▼1.8000      3083  119.4000   79.6000
00664R    國泰臺灣加權反1         1.6500    1.6600    1.6400    1.6600  ▲0.0100     20799    1.8100    1.4900
00665L    富邦恒生國企正2         9.7300    9.7300    9.3600    9.4200  ▼0.2700     11685 9999.9500    0.0100
00666R    富邦恒生國企反1         8.9700    9.0500    8.9700    9.0200  ▲0.1500        63 9999.9500    0.0100
00667     元大韓國                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00668     國泰美國道瓊           61.9000   62.0000   61.9000   61.9500  ▲0.4500       110 9999.9500    0.0100
00668K    國泰美國道瓊+U         19.4900   19.4900   19.4900   19.4900  ▲0.1900         2 9999.9500    0.0100
00669R    國泰美國道瓊反1         5.2000    5.2100    5.1900    5.2100  ▼0.0200       355 9999.9500    0.0100
00670L    富邦NASDAQ正2         198.5000  198.5000  196.2000  196.2000  ▼1.5000       288 9999.9500    0.0100
00671R    富邦NASDAQ反1           2.4300    2.4600    2.4300    2.4600  ▲0.0200      1502 9999.9500    0.0100
00672L    元大S&P原油正2          0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00673R    期元大S&P原油反1       12.1500   12.2300   12.1000   12.1400  ▲0.1100     13902 9999.9500    0.0100
00674R    期元大S&P黃金反1       26.5000   26.5300   26.3000   26.3700  ▼0.6300       417 9999.9500    0.0100
00675L    富邦臺灣加權正2       302.4000  303.3500  295.9000  295.9000  ▼5.6000       473  361.8000  241.2000
00676R    富邦臺灣加權反1         5.6200    5.6600    5.6000    5.6600  ▲0.0400      3579    6.1800    5.0600
00677U    期富邦VIX               0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00678     群益那斯達克生技       44.5300   44.6000   44.3600   44.5100  ▲0.4300       907 9999.9500    0.0100
00680L    元大美債20正2           6.3900    6.4200    6.3900    6.4200  ▲0.0100      4755 9999.9500    0.0100
00681R    元大美債20反1          21.8000   21.8000   21.8000   21.8000  ▼0.0100         1 9999.9500    0.0100
00682U    期元大美元指數         20.3400   20.3400   20.3400   20.3400  ▲0.0500         1 9999.9500    0.0100
00683L    期元大美元指正2        21.1400   21.1500   21.1400   21.1500  ▲0.0900         7 9999.9500    0.0100
00684R    期元大美元指反1        15.2200   15.2200   15.2200   15.2200  ▼0.0500         5 9999.9500    0.0100
00685L    群益臺灣加權正2        11.4000   11.4400   11.1700   11.1700  ▼0.2000    117649   13.6400    9.1000
00686R    群益臺灣加權反1         1.0100    1.0200    1.0000    1.0100    0.0000      5135    1.1100    0.9100
00688L    國泰20年美債正2         6.3900    6.4100    6.3800    6.4100  ▲0.0100      1591 9999.9500    0.0100
00689R    國泰20年美債反1        22.7600   22.7600   22.7600   22.7600  ▼0.0500        22 9999.9500    0.0100
00690     兆豐藍籌30             75.6500   76.0000   74.9500   74.9500  ▼0.1000       100   82.5500   67.5500
00691R    兆豐藍籌30反1           0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00692     富邦公司治理           89.7500   89.8500   88.9500   88.9500  ▼0.8000       306   98.7000   80.8000
00693U    期街口S&P黃豆          22.4700   22.5100   22.4500   22.4700  ▲0.0700      1217 9999.9500    0.0100
00698L    元大美債7-10正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00699R    元大美債7-10反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00700     富邦恒生國企           17.6000   17.6000   17.3000   17.3900  ▼0.2500       163 9999.9500    0.0100
00701     國泰股利精選30         37.4000   37.5200   37.2400   37.2900  ▼0.0500       331   41.0700   33.6100
00702     國泰標普低波高息       25.1900   25.2200   25.1900   25.2200  ▲0.0100       108 9999.9500    0.0100
00703     台新MSCI中國           19.7800   19.7800   19.4500   19.4700  ▼0.3500        33 9999.9500    0.0100
00704L    台新MSCI台灣正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00705R    台新MSCI台灣反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00706L    期元大S&P日圓正2       19.0900   19.0900   19.0100   19.0200  ▲0.0100       506 9999.9500    0.0100
00707R    期元大S&P日圓反1       32.1300   32.1300   32.1300   32.1300    0.0000         0 9999.9500    0.0100
00708L    期元大S&P黃金正2       90.0500   91.4000   89.5000   90.6500  ▲3.9000      9449 9999.9500    0.0100
00709     富邦歐洲               41.1700   41.2700   41.0700   41.2000  ▲0.1200       122 9999.9500    0.0100
00710B    復華彭博非投等債       19.0500   19.1000   19.0500   19.0800  ▼0.0300       159 9999.9500    0.0100
00711B    復華彭博新興債         15.6200   15.6300   15.6200   15.6300  ▼0.0200       103 9999.9500    0.0100
00712     復華富時不動產          8.8700    8.8700    8.8300    8.8400  ▼0.0500     14354 9999.9500    0.0100
00713     元大台灣高息低波       61.6500   61.7000   61.2500   61.4000  ▼0.1500      6197   67.7000   55.4000
00714     群益道瓊美國地產       22.1300   22.1700   22.1300   22.1600  ▼0.0200       110 9999.9500    0.0100
00715L    期街口布蘭特正2        52.1000   52.8000   51.4000   52.5500  ▼0.6000      7812 9999.9500    0.0100
00716R    華頓S&P布蘭特反1        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00717     富邦美國特別股         14.7600   14.7800   14.7500   14.7800  ▲0.0200        77 9999.9500    0.0100
00728     第一金工業30           67.2500   68.0000   67.0000   67.0000  ▲0.5500        96   73.0500   59.8500
00729R    第一金工業30反1         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00730     富邦臺灣優質高息       28.7000   28.7900   28.6300   28.7300  ▲0.0300        51   31.5700   25.8300
00731     復華富時高息低波       92.1000   92.1000   90.8500   90.8500  ▼0.8500       544  100.8500   82.5500
00732     國泰RMB短期報酬         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00733     富邦臺灣中小           64.9500   66.0000   64.6500   64.7000    0.0000       115   71.1500   58.2500
00735     國泰臺韓科技          103.0000  103.0000  100.8000  101.0000  ▼2.4000      1375 9999.9500    0.0100
00736     國泰新興市場           31.4400   31.4900   31.4400   31.4700  ▼0.0600       102 9999.9500    0.0100
00737     國泰AI機器人           40.9200   41.2700   40.9000   40.9600  ▲0.1500        75 9999.9500    0.0100
00738U    期元大道瓊白銀         55.3500   55.3500   54.5500   54.9000  ▼0.1000      5393 9999.9500    0.0100
00739     元大MSCI A股           27.9200   27.9700   27.5200   27.5200  ▼0.5000        40 9999.9500    0.0100
00742     新光內需收益            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00743     國泰中國A150            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00752     中信中國50             23.4700   23.4700   23.0400   23.1000  ▼0.5200      1033 9999.9500    0.0100
00753L    中信中國50正2           9.6700    9.6700    9.3700    9.3900  ▼0.4000     12162 9999.9500    0.0100
00757     統一FANG+             137.3500  137.7500  136.9500  137.1000  ▼0.2000      1278 9999.9500    0.0100
00762     元大全球AI            112.6000  112.6000  111.4000  111.4000  ▼1.2000       155 9999.9500    0.0100
00763U    期街口道瓊銅           34.9600   34.9700   34.7300   34.8000  ▲0.0500       251 9999.9500    0.0100
00766L    台新MSCI中國正2         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00767     FH美國金融股            0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00770     國泰北美科技           67.6000   67.6000   66.8500   66.8500  ▼0.3000       127 9999.9500    0.0100
00771     元大US高息特別股       15.4700   15.4700   15.3800   15.3800  ▼0.0600        35 9999.9500    0.0100
00774B    新光中國政金綠債        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00774C    新光中政金綠債+R        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00775B    台新投等債15+          30.8100   30.8100   30.7000   30.7000  ▼0.2000       106 9999.9500    0.0100
00776     新光ICE美國權值         0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00783     富邦中証500            28.2600   28.2600   27.6800   27.6800  ▼0.6200        71 9999.9500    0.0100
0080      恒中國                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
0081      恒香港                  0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
008201    BP上證50                0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00830     國泰費城半導體         83.1500   83.1500   82.1000   82.1000  ▼1.7500      5727 9999.9500    0.0100
00850     元大臺灣ESG永續        88.7500   89.1500   88.2500   88.3000  ▼0.3000       374   97.4500   79.7500
00851     台新全球AI             70.0500   70.0500   69.9000   69.9000  ▼0.1500        42 9999.9500    0.0100
00852L    國泰美國道瓊正2        35.3600   35.5200   35.3600   35.5000  ▲0.5400       125 9999.9500    0.0100
00861     元大全球未來通訊       85.7500   85.7500   84.3500   84.9500  ▼1.1000        31 9999.9500    0.0100
00865B    國泰US短期公債         48.9200   48.9200   48.7300   48.8000  ▼0.1100      4311 9999.9500    0.0100
00866     新光Shiller CAPE        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00875     國泰網路資安           53.4000   53.7000   53.4000   53.6500  ▼0.0500       192 9999.9500    0.0100
00876     元大全球5G             85.5500   86.8500   85.5500   85.8000  ▼0.7500       137 9999.9500    0.0100
00878     國泰永續高股息         32.4800   32.5800   32.3800   32.4300  ▲0.0500     19384   35.6100   29.1500
00881     國泰台灣科技龍頭       48.7100   49.0100   48.4400   48.4600  ▼0.1300     28912   53.4000   43.7400
00882     中信中國高股息         15.0600   15.1100   15.0000   15.0300  ▼0.0300      2251 9999.9500    0.0100
00885     富邦越南               18.0100   18.3500   18.0100   18.2300  ▲0.4400      4396 9999.9500    0.0100
00891     中信關鍵半導體         33.6900   33.9600   33.4800   33.5100  ▼0.1400      6808   37.0100   30.2900
00892     富邦台灣半導體         39.0600   39.4200   38.8800   38.9300  ▼0.1100      2648   42.9400   35.1400
00893     國泰智能電動車         42.6600   42.9500   42.6600   42.7300  ▲0.0700       930 9999.9500    0.0100
00894     中信小資高價30         45.6300   45.7000   44.9900   44.9900  ▼0.4200       842   49.9500   40.8700
00895     富邦未來車             49.7800   50.1000   49.7300   49.7300  ▲0.0500       575 9999.9500    0.0100
00896     中信綠能及電動車       27.1000   27.2500   26.9700   27.0000  ▼0.0100      1656   29.7100   24.3100
00897     富邦基因免疫生技       13.3700   13.4500   13.3700   13.4000  ▲0.2300      1567 9999.9500    0.0100
00898     國泰基因免疫革命       11.0100   11.1600   11.0100   11.1100  ▲0.1700      1353 9999.9500    0.0100
00899     FT潔淨能源             23.3800   23.4600   23.3700   23.4600  ▼0.0100        37 9999.9500    0.0100
00900     富邦特選高股息30       18.7600   18.7800   18.6200   18.6900    0.0000      4242   20.5500   16.8300
00901     永豐智能車供應鏈       44.6100   44.8300   44.3900   44.3900  ▼0.2200        42   49.0700   40.1500
00902     中信電池及儲能         13.5700   13.7400   13.5400   13.5600  ▲0.1700       653 9999.9500    0.0100
00903     富邦元宇宙             21.2200   21.2200   21.1400   21.1400  ▼0.0500        20 9999.9500    0.0100
00904     台新臺灣半導體30       39.4200   39.9200   39.2800   39.3000  ▼0.0900       401   43.3200   35.4600
00905     FT臺灣Smart            25.8300   25.9700   25.6900   25.7600  ▼0.0500       838   28.3900   23.2300
00906     大華元宇宙科技50        0.0000    0.0000    0.0000    0.0000    0.0000         0    0.0000    0.0000
00907     永豐優息存股           17.6100   17.6100   17.4300   17.4700  ▼0.0300      2617   19.2500   15.7500
00908     富邦入息REITs+         15.5300   15.6100   15.5300   15.6100  ▲0.0800       115 9999.9500    0.0100
00909     國泰數位支付服務       46.5000   46.6800   46.0000   46.0000  ▼0.2700      2020 9999.9500    0.0100
00910     第一金太空衛星         59.8500   60.2000   59.6500   59.6500  ▲0.0500       313 9999.9500    0.0100
00911     兆豐洲際半導體         53.0000   53.0000   52.0000   52.0000  ▼1.1500      1696 9999.9500    0.0100
00912     中信臺灣智慧50         33.5700   34.3800   33.5700   33.7400  ▼0.2100       136   37.3400   30.5600
00913     兆豐台灣晶圓製造       45.9900   46.8000   45.8300   45.9100  ▲0.2600       719   50.2000   41.0900
00915     凱基優選高股息30       31.4900   31.6200   31.4300   31.5000  ▲0.0900      1162   34.5500   28.2700
00916     國泰全球品牌50         26.6700   26.7900   26.6600   26.6700    0.0000        73 9999.9500    0.0100
00917     中信特選金融           24.1000   24.1000   24.0200   24.0800  ▲0.1300       387 9999.9500    0.0100
00918     大華優利高填息30       33.9800   34.0500   33.8800   33.8900  ▲0.0200      7537   37.2500   30.4900
00919     群益台灣精選高息       30.8000   30.8700   30.5900   30.6500  ▼0.1500     44328   33.8800   27.7200
00920     富邦ESG綠色電力        24.0500   24.0500   23.9700   23.9700  ▼0.1100        42 9999.9500    0.0100
00921     兆豐龍頭等權重         24.0500   24.0500   23.8600   23.8700  ▼0.1800        37   26.4500   21.6500
00922     國泰台灣領袖50         40.2700   40.4500   40.0400   40.0400  ▼0.2200      2440   44.2800   36.2400
00923     群益台ESG低碳50        38.7200   38.8900   38.4700   38.4900  ▼0.1700      3394   42.5200   34.8000
00924     復華S&P500成長         32.9300   32.9800   32.8800   32.8900  ▼0.0400       806 9999.9500    0.0100
00925     新光標普電動車         16.1000   16.1000   16.1000   16.1000    0.0000         0    0.0000    0.0000
00926     凱基全球菁英55         26.1300   26.1300   26.0600   26.0700  ▼0.1100       474 9999.9500    0.0100
00927     群益半導體收益         35.6000   36.3500   35.6000   35.8300  ▲0.3800      6572   38.9900   31.9100
00929     復華台灣科技優息       28.3800   28.7700   28.3800   28.5000  ▲0.1700     13322   31.1600   25.5000
00930     永豐ESG低碳高息        23.8600   23.8600   23.7100   23.7100  ▼0.0400        52   26.1200   21.3800
00932     兆豐永續高息等權       17.5600   17.6000   17.5300   17.5400    0.0000       125   19.2900   15.7900
00934     中信成長高股息         28.5700   28.9000   28.5500   28.6200  ▲0.0700      1520   31.4000   25.7000
00935     野村臺灣新科技50       55.8500   56.6000   55.6500   55.6500  ▼0.2000      5213   61.4000   50.3000
00936     台新永續高息中小       21.5500   21.7500   21.4400   21.4400  ▼0.0500       391   23.6300   19.3500
00938     凱基優選30             24.8800   24.8800   24.6000   24.6100  ▼0.2700      1120   27.3600   22.4000
00939     統一台灣高息動能       22.5800   22.6000   22.4000   22.4200  ▼0.1200      2597   24.7900   20.2900
00940     元大台灣價值高息       12.5200   12.5700   12.4700   12.4700  ▼0.0100     11033   13.7200   11.2400
00941     中信上游半導體         25.8000   25.8000   25.5600   25.5900  ▼0.2600      1029 9999.9500    0.0100
00943     兆豐電子高息等權       21.3600   21.4200   21.3400   21.4200  ▲0.2000        28   23.3400   19.1000
00944     野村趨勢動能高息       20.7400   20.8200   20.6600   20.6600  ▲0.0300       238   22.6900   18.5700
00945B    凱基美國非投等債       14.4600   14.4600   14.4200   14.4300  ▼0.0400      2629 9999.9500    0.0100
00946     群益科技高息成長       15.2000   15.3800   15.1900   15.3000  ▲0.1100      1701   16.7000   13.6800
00947     台新臺灣IC設計         36.2700   36.8500   36.0000   36.0500  ▼0.2200      2849   39.8900   32.6500
00949     復華日本龍頭           21.5500   21.7900   21.5500   21.7900  ▲0.2300       409 9999.9500    0.0100
00951     台新日本半導體         17.2500   17.3900   17.0600   17.1300  ▼0.0200      2066 9999.9500    0.0100
00952     凱基台灣AI50           17.6000   17.9200   17.6000   17.7800  ▲0.2100       630   19.3200   15.8200
00953B    群益優選非投等債        9.6600    9.6700    9.6500    9.6600  ▼0.0200     34133 9999.9500    0.0100
00954     中信日本半導體         18.4200   18.5700   18.2000   18.2900  ▲0.0400      1445 9999.9500    0.0100
00956     中信日經高股息         13.3200   13.3900   13.3000   13.3800  ▲0.0600       271 9999.9500    0.0100
00960     野村全球航運龍頭       21.7700   21.8000   21.6100   21.6300  ▲0.3000      2386 9999.9500    0.0100
00961     FT臺灣永續高息         13.1500   13.1500   13.1000   13.1300  ▼0.0100     10247   14.4500   11.8300
00962     台新AI優息動能         14.8500   14.9700   14.8400   14.8400  ▲0.0400       771   16.2800   13.3200
00963     中信全球高股息         13.1500   13.2100   13.1500   13.2000  ▲0.0600       545 9999.9500    0.0100
00964     中信亞太高股息         14.7800   14.8000   14.7200   14.7200  ▼0.0200      1067 9999.9500    0.0100
00965     元大航太防衛科技       25.9800   25.9900   25.7700   25.8000  ▲0.1300       284 9999.9500    0.0100
00971     野村美國研發龍頭       17.5000   17.5000   17.4500   17.4500  ▼0.0200        58 9999.9500    0.0100
00972     野村日本動能高息       21.8000   21.8100   21.8000   21.8100  ▲0.0100        19 9999.9500    0.0100
009800    中信NASDAQ             13.0400   13.0400   12.9100   12.9100  ▼0.0700       847 9999.9500    0.0100
009801    中信美國創新科技       11.1700   11.1700   11.0700   11.0800  ▼0.0900       530 9999.9500    0.0100
009802    富邦旗艦50             18.7300   18.8400   18.6500   18.6500  ▼0.0500      1285   20.5700   16.8300
009803    玉山市值動能50         21.0800   21.2000   20.9700   20.9700  ▼0.0500       767   23.1200   18.9200
009804    聯邦台精彩50           21.9300   22.0200   21.8000   21.8000  ▼0.1300       332   24.1200   19.7400
009805    台新美國電力基建       15.3600   15.3600   15.2400   15.2700  ▼0.2600      6256 9999.9500    0.0100
009808    華南永昌優選50         30.0000   30.0300   29.8000   29.8000  ▼0.0500        35   32.8300   26.8700
009809    富邦淨零ESG50          17.5100   17.5600   17.4200   17.4200    0.0000       234   19.1600   15.6800
00980A    主動野村臺灣優選       23.8900   24.0800   23.6200   23.6600  ▼0.2300      8222   26.2700   21.5100
009810    玉山全球藍籌100        21.3200   21.3200   21.2500   21.2500  ▼0.0600       178 9999.9500    0.0100
009811    統一美國50             13.2400   13.2400   13.1600   13.1700  ▼0.0200       761 9999.9500    0.0100
009812    野村日本東證           12.7500   12.8000   12.7400   12.7800  ▲0.0400       550 9999.9500    0.0100
009813    貝萊德標普卓越50       11.2100   11.2100   11.1800   11.1900  ▼0.0200      1017 9999.9500    0.0100
009816    凱基台灣TOP50          15.2600   15.2800   15.1100   15.1200  ▼0.1300     65995   16.7700   13.7300
009817    國泰日本不動產          9.0900    9.1200    9.0600    9.1100  ▲0.0600       471 9999.9500    0.0100
009818    華南永昌NASDAQxT       19.6600   19.7100   19.5800   19.5800  ▼0.1500        61 9999.9500    0.0100
009819    中信數據及電力          9.9200    9.9200    9.8500    9.8600  ▼0.1000      6176 9999.9500    0.0100
00981A    主動統一台股增長       28.7300   29.0200   28.4500   28.4700  ▼0.2500    112453   31.5900   25.8500
00981T    平衡凱基雙核收息       11.7600   11.7600   11.7200   11.7300  ▼0.0200      1805 9999.9500    0.0100
009820    元大納斯達克精選        9.7900    9.8200    9.7300    9.7300  ▼0.0500      9490 9999.9500    0.0100
009821    野村稀土關鍵資源       15.6800   15.7800   15.6600   15.6900  ▲0.6000     26050 9999.9500    0.0100
009824    群益美國科技巨頭        9.9700    9.9700    9.9000    9.9000  ▼0.0900      2714 9999.9500    0.0100
009826    貝萊德世界股票         10.1300   10.1600   10.1200   10.1300    0.0000     18954 9999.9500    0.0100
009829    大華韓國KOSPI50        10.5900   10.5900   10.2500   10.3400  ▼0.4000     69240 9999.9500    0.0100
00982A    主動群益台灣強棒       21.4600   21.7800   21.3900   21.4200  ▲0.0300     16426   23.5200   19.2600
00982D    主動富邦動態入息        9.6900    9.7100    9.6900    9.7100  ▼0.0200       609 9999.9500    0.0100
00982T    平衡兆豐台美動能       15.0500   15.2000   15.0000   15.0000  ▲0.0100        78 9999.9500    0.0100
00983A    主動中信ARK創新        12.6300   12.6800   12.6200   12.6200  ▲0.3000      2429 9999.9500    0.0100
00983D    主動富邦複合收益        9.9300    9.9300    9.9000    9.9100  ▼0.0200       371 9999.9500    0.0100
00984A    主動安聯台灣高息       15.2100   15.3200   15.1300   15.1300  ▼0.0200      2454   16.6600   13.6400
00984D    主動聯博全球非投       10.0200   10.0300   10.0000   10.0100  ▼0.0300     30174 9999.9500    0.0100
00985A    主動野村台灣50         22.3600   22.5000   22.2000   22.2100  ▼0.1300      1740   24.5700   20.1100
00985B    群益ESG投等債0-5       10.2400   10.2400   10.2100   10.2200  ▼0.0300      8379 9999.9500    0.0100
00986A    主動台新龍頭成長       14.3600   14.3600   14.2500   14.2500  ▼0.1000       261 9999.9500    0.0100
00987A    主動台新優勢成長       15.6800   15.7800   15.3400   15.3600  ▼0.3800      1306   17.3100   14.1700
00988A    主動統一全球創新       16.4000   16.4000   16.0400   16.0700  ▼0.3200     30341 9999.9500    0.0100
00989A    主動摩根美國科技       16.9500   16.9500   16.8400   16.8400  ▲0.0600       365 9999.9500    0.0100
00990A    主動元大AI新經濟       15.3600   15.3600   15.0800   15.1200  ▼0.2600     13070 9999.9500    0.0100
